brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Ρύποι(co2),Μέγεθοςζάντας,Κλάσηρύπων,Κατανάλωση,Πινακίδα,Κίνηση,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Σύνολοκατόχων,Αερόσακοι,Παράδοσηστοσπίτι,Χρηματοδότηση,Τέληκυκλοφορίας,Kilowatt,Αυτονομίαμπαταρίας,Χρόνοςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Τιμήπολύτεκνου
Citroen,C4,2016,Citroen C4 '16 MILENIUM BUSINESS,CitroenC4MILENIUMBUSINESS'16,326398654,10.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2016,155.122χλμ,Πετρέλαιο,1.600cc,100bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Δίχρωμο,Ύφασμα,,,16ίντσες,Euro6,,Άγνωστο,,5,5,1ημέραπριν,22,www.car.gr/326398654,"2104831994,6970923283","['{Abs', '{Bluetooth', '{Bucket καθίσματα', '{Cd player', '{Cruise control', '{Eco start\\u002Fstop', '{Esp', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Navigation - gps', '{Parktronic', '{Turbo', '{Usb', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Οθόνη tft', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",1,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seat,Ibiza,2016,Seat Ibiza '16 FR,SeatIbizaFR#ΠΡΟΣΦΟΡΑ#'16,334257075,11.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2016,95.330χλμ,Βενζίνη,999cc,95bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,,,,17ίντσες,,,Άγνωστο,,5,5,1ημέραπριν,39,www.car.gr/334257075,"2104831994,6970923283","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Γραμμάτια δεκτά', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",1,6,,,,,,,,,
Ford,Ranger,2017,Ford Ranger '17 AYTOMATO LIMITED/ΕΓΓΎΗΣΗ,FordRangerAYTOMATOLIMITED/ΕΓΓΎΗΣΗ'17,332886635,27.990€,Μεταχειρισμένο,Αγροτικό/Pickup,1/2017,165.511χλμ,Πετρέλαιο,3.200cc,200bhp,Αυτόματο,Μπλέ(Μεταλλικό),Δίχρωμο,Δέρμα,,,17ίντσες,Euro6,,Άγνωστο,4x4(4WD),5,5,1ημέραπριν,35,www.car.gr/332886635,"2104831994,6970923283","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",1,2,,,,,,,,,
Mercedes-Benz,Vito,2015,Mercedes-Benz Vito '15 VITO 114 MAXI,Mercedes-BenzVitoVITO114MAXI#ΠΡΟΣΦΟΡΑ#'15,313038309,15.990€Χωρίςφπα,Μεταχειρισμένο,Van/MiniBus,5/2015,181.311χλμ,Πετρέλαιο,2.200cc,141bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,16ίντσες,,,Άγνωστο,,5,2,1ημέραπριν,30,www.car.gr/313038309,"2104831994,6970923283","['{Abs', '{Bluetooth', '{Cd player', '{Cruise control', '{Esp', '{Immobilizer', '{Parktronic', '{Turbo', '{Usb', '{Αισθητήρας βροχής', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Εγγύηση', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Ράγες οροφής', '{Τηλέφωνο', '{Τιμή χωρίς φπα', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",1,2,,,,,,,,,
Volkswagen,Eos,2008,Volkswagen Eos,VolkswagenEos'08,332777831,10.000€,Μεταχειρισμένο,Κάμπριο/Roadster,5/2008,127.000χλμ,Βενζίνη,1.400cc,122bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),Μπεζ,Δέρμα,2/2025,,17ίντσες,,,Ζυγό,Προσθιοκίνητο(FWD),2,5,1ώραπριν,1788,www.car.gr/332777831,6937495405,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Hardtop', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,,255€,,,,,,
Peugeot,308,2018,Peugeot 308 '18 GT-LINE,Peugeot308GT-LINE#ΠΡΟΣΦΟΡΑ#'18,334256853,16.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2018,71.688χλμ,Βενζίνη,1.200cc,130bhp,Χειροκίνητο,Κόκκινο(Μεταλλικό),Δίχρωμο,Δέρμα-ύφασμα,,,18ίντσες,,,Άγνωστο,,5,5,1ημέραπριν,81,www.car.gr/334256853,"2104831994,6970923283","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",1,6,,,,,,,,,
Ford,TransitCustom,2018,Ford Transit Custom '18,FordTransitCustomΜΑΧΙ'18,331714820,21.990€Χωρίςφπα,Μεταχειρισμένο,Van/MiniBus,6/2018,83.574χλμ,Πετρέλαιο,2.000cc,105bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Ύφασμα,,,15ίντσες,,,Άγνωστο,,5,3,1ημέραπριν,12,www.car.gr/331714820,"2104831994,6970923283","['{Abs', '{Bluetooth', '{Bucket καθίσματα', '{Cruise control', '{Esp', '{Immobilizer', '{Parktronic', '{Turbo', '{Tv\\u002Fcamera', '{Usb', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Οθόνη tft', '{Προβολείς ομίχλης', '{Συρόμενη πόρτα δεξιά', '{Τιμή χωρίς φπα', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",1,2,,,,,,,,,
Ford,Ranger,2017,Ford Ranger '17 AYTOMATO LIMITED/ΕΓΓΎΗΣΗ,FordRangerAYTOMATOLIMITED/ΕΓΓΎΗΣΗ'17,332421991,27.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2017,165.511χλμ,Πετρέλαιο,3.200cc,200bhp,Αυτόματο,Ασημί(Μεταλλικό),Δίχρωμο,Δέρμα,,,17ίντσες,Euro6,,Άγνωστο,4x4(4WD),5,5,1ημέραπριν,33,www.car.gr/332421991,"2104831994,6970923283","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",1,2,,,,,,,,,
Isuzu,D-Max,2018,Isuzu D-Max '18 LXS ΑΥΤΟΜΑΤΟ FULL EXTRA,IsuzuD-MaxLXSΑΥΤΟΜΑΤΟFULLEXTRA'18,333596375,29.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,7/2018,101.703χλμ,Πετρέλαιο,2.000cc,160bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),Δίχρωμο,Δέρμα,,,17ίντσες,Euro6,,Άγνωστο,4x4(4WD),5,5,1ημέραπριν,11,www.car.gr/333596375,"2104831994,6970923283","['{Abs', '{Bluetooth', '{Cd player', '{Cruise control', '{Esp', '{Hardtop', '{Hill assist', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Navigation - gps', '{Parktronic', '{Turbo', '{Tv\\u002Fcamera', '{Usb', '{Αισθητήρας βροχής', '{Αντ\\u002Fγή με σκάφος δεκτή', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Βιβλίο service', '{Δερμάτινα καθίσματα', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά καθίσματα', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κάμερα οπισθοπορείας', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Κοτσαδόρος', '{Μη καπνιστή', '{Οθόνη tft', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",1,2,,,,,,,,,
Mercedes-Benz,Citan,2014,Mercedes-Benz Citan '14 XL MAXI ΕΛΛΗΝΙΚΌ,Mercedes-BenzCitanXLMAXIΕΛΛΗΝΙΚΌ'14,330467454,11.490€Χωρίςφπα,Μεταχειρισμένο,Van/MiniBus,4/2014,148.356χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Ασπρο,,,,,,,,Άγνωστο,,5,3,1ημέραπριν,96,www.car.gr/330467454,"2104831994,6970923283","['Abs', 'Esp', 'Turbo', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμή χωρίς φπα', 'Υδραυλικό τιμόνι']",,,,,,,,,,,
Peugeot,206,2002,"Peugeot 206 '02 1,4","Peugeot2061,4AUTO'02",332524389,3.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,4/2002,271.698χλμ,Βενζίνη,1.400cc,82bhp,Αυτόματο,Ασημί(Μεταλλικό),Άλλο,Ύφασμα,4/2024,,15ίντσες,,,Ζυγό,,5,5,4ώρεςπριν,1129,www.car.gr/332524389,"2410230500,2410571437","['Abs', 'Immobilizer', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Συναγερμός', 'Υδραυλικό τιμόνι']",1,2,,,,,,,,,
Audi,Q7,2008,Audi Q7 '08 S LINE,AudiQ7SLINE#ΠΡΟΣΦΟΡΑ#'08,334048745,17.490€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,2/2008,129.610χλμ,Βενζίνη,3.600cc,290bhp,Αυτόματο,Γκρι(Μεταλλικό),,Δέρμα,,,20ίντσες,Euro5,,Άγνωστο,,5,5,1ημέραπριν,104,www.car.gr/334048745,"2104831994,6970923283","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tv\\u002Fcamera', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,,,,
Ford,Ranger,2017,Ford Ranger '17 LIMITED/ΕΓΓΥΗΣΗ,FordRangerLIMITED/ΕΓΓΥΗΣΗ'17,332887745,26.490€,Μεταχειρισμένο,Αγροτικό/Pickup,1/2017,186.883χλμ,Πετρέλαιο,2.200cc,160bhp,Αυτόματο,Ασημί(Μεταλλικό),Δίχρωμο,Δέρμα,,,17ίντσες,Euro6,,Άγνωστο,4x4(4WD),5,5,1ημέραπριν,171,www.car.gr/332887745,"2104831994,6970923283","['{Abs', '{Android auto', '{Cd player', '{Cruise control', '{Hill assist', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Navigation - gps', '{Parktronic', '{Turbo', '{Tv\\u002Fcamera', '{Usb', '{Αντ\\u002Fγή με σκάφος δεκτή', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά καθίσματα', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κάμερα οπισθοπορείας', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Κοτσαδόρος', '{Μη καπνιστή', '{Μπλοκέ διαφορικό', '{Οθόνη tft', '{Προβολείς ομίχλης', '{Τηλέφωνο', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",1,4,,,,,,,,,
Mercedes-Benz,Sprinter,2014,Mercedes-Benz Sprinter '14 SPRINTER 316 ΨΥΓΕΙΟ,Mercedes-BenzSprinterSPRINTER316ΨΥΓΕΙΟ#ΠΡΟΣΦΟΡΑ#'14,327090531,19.990€Χωρίςφπα,Μεταχειρισμένο,Van/MiniBus,1/2014,160.548χλμ,Πετρέλαιο,2.200cc,160bhp,Χειροκίνητο,Ασπρο,,,,,,,,Άγνωστο,,5,3,1ημέραπριν,53,www.car.gr/327090531,"2104831994,6970923283","['{Abs', '{Esp', '{Turbo', '{Ατρακάριστο', '{Εγγύηση', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Συρόμενη πόρτα δεξιά', '{Τιμή χωρίς φπα', '{Υδραυλικό τιμόνι']",1,,,,,,,,,,
Toyota,Yaris,2019,Toyota Yaris '19 HYBRID,ToyotaYarisHYBRID#ΠΡΟΣΦΟΡΑ#'19,331403086,15.490€,Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2019,103.152χλμ,Υβριδικόβενζίνη,1.500cc,100bhp,Χειροκίνητο,Κόκκινο,Δίχρωμο,Ύφασμα,,,15ίντσες,,,Άγνωστο,,5,5,1ημέραπριν,41,www.car.gr/331403086,"2104831994,6970923283","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1,6,,,,,,,,,
Ford,Focus,2016,Ford Focus '16 TITANIUM,FordFocusTITANIUM#ΠΡΟΣΦΟΡΑ#'16,334256992,12.990€,Μεταχειρισμένο,Λιμουζίνα/Sedan,8/2016,114.596χλμ,Πετρέλαιο,1.500cc,120bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,,,16ίντσες,Euro6,,Άγνωστο,,5,5,1ημέραπριν,40,www.car.gr/334256992,"2104831994,6970923283","['{Abs', '{Adaptive cruise control (acc)', '{Bluetooth', '{Bucket καθίσματα', '{Cd player', '{Cruise control', '{Eco start\\u002Fstop', '{Esp', '{Hill assist', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Navigation - gps', '{Parktronic', '{Turbo', '{Usb', '{Αισθητήρας βροχής', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Οθόνη tft', '{Προβολείς ομίχλης', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",1,8,,,,,,,,,
Mercedes-Benz,Sprinter,2012,Mercedes-Benz Sprinter '12 313 ΔΙΠΛΟΚΑΜΠΙΝΟ,Mercedes-BenzSprinter313ΔΙΠΛΟΚΑΜΠΙΝΟ'12,333929735,24.990€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,9/2012,179.182χλμ,Πετρέλαιο,2.200cc,131bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Δέρμα-ύφασμα,,,16ίντσες,Euro5,,Άγνωστο,Πισωκίνητο(RWD),5,6,1ημέραπριν,22,www.car.gr/333929735,"2104831994,6970923283","['{Abs', '{Bucket καθίσματα', '{Cd player', '{Esp', '{Immobilizer', '{Turbo', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Βιβλίο service', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",1,2,,,105€,,,,,,
Bmw,X6,2009,Bmw X6,BmwX6'09,313951935,27.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2009,144.400χλμ,Βενζίνη,3.000cc,306bhp,Αυτόματο,Μαύρο,,Δέρμα,,,19ίντσες,,,Άγνωστο,4x4(4WD),5,4,1ημέραπριν,118,www.car.gr/313951935,"2104831994,6970923283","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",1,8,,,,,,,,,
Citroen,C3Aircross,2019,Citroen C3 Aircross '19 1.5 DIESEL ORIGINS AUTOMATIC,CitroenC3Aircross1.5DIESELORIGINSAUTOMATIC/AUTOBESIKOSⓇ'19,333371647,21.500€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2019,49.000χλμ,Πετρέλαιο,1.499cc,120bhp,Αυτόματο,Γκρι(Μεταλλικό),Δίχρωμο,Ύφασμα,,102g/km,16ίντσες,Euro6d-temp,4(Μικτό)λ/100χλμ,Άγνωστο,Προσθιοκίνητο(FWD),5,5,23ώρεςπριν,598,www.car.gr/333371647,"2108313963,6978558499","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",2,6,Ναι,"334,03€/μήνα",,,,,,,
Nissan,Navara,2012,Nissan Navara '12 ΑΥΤΟΜΑΤΟ V6 FULL,NissanNavaraΑΥΤΟΜΑΤΟV6FULLEXTRA'12,331582679,20.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2012,189.325χλμ,Πετρέλαιο,3.000cc,230bhp,Αυτόματο,Ασπρο,Δίχρωμο,Δέρμα,,,17ίντσες,,,Άγνωστο,,5,5,1ημέραπριν,43,www.car.gr/331582679,"2104831994,6970923283","['{Abs', '{Bluetooth', '{Cd player', '{Cruise control', '{Esp', '{Hill assist', '{Immobilizer', '{Navigation - gps', '{Parktronic', '{Turbo', '{Tv\\u002Fcamera', '{Usb', '{Αισθητήρας βροχής', '{Αντ\\u002Fγή με σκάφος δεκτή', '{Ανταλλαγή με car δεκτή', '{Ατρακάριστο', '{Δερμάτινα καθίσματα', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός αυτόματος', '{Κλιματισμός(a\\u002Fc)', '{Κοτσαδόρος', '{Μη καπνιστή', '{Μπλοκέ διαφορικό', '{Οθόνη tft', '{Οροφή ηλεκτρική \\u002F ηλίου', '{Προβολείς ομίχλης', '{Ράγες οροφής', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα xenon']",1,4,,,,,,,,,
Bmw,X3,2005,Bmw X3 '05 ΑΥΤΟΜΑΤΟ ΠΡΟΣΦΟΡΑ,BmwX3ΑΥΤΟΜΑΤΟΠΡΟΣΦΟΡΑ!!!'05,331792140,8.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2005,181.255χλμ,Βενζίνη,2.979cc,232bhp,Αυτόματο,Πράσινοσκούρο(Μεταλλικό),Μπεζ,Δέρμα,,,17ίντσες,,,Μονό,,5,5,3ώρεςπριν,2525,www.car.gr/331792140,"2109914855,2109624724,6988615716","['Abs', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,8,,"145,54€/μήνα",,,,,,,
