brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Κλάσηρύπων,Μέγεθοςζάντας,Πινακίδα,Κίνηση,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Χρηματοδότηση,Τέληκυκλοφορίας,Κατανάλωση,Ρύποι(co2),Kilowatt,Αυτονομίαμπαταρίας,Χρόνοςγρήγορηςφόρτισηςμπαταρίας,Χωρητικότηταμπαταρίας,Σύνολοκατόχων,Παράδοσηστοσπίτι
Mercedes-Benz,E200,2013,Mercedes-Benz E 200 '13  Coupe 1.8 Turbo,Mercedes-BenzE200Coupe1.8TurboAVANTGARDE'13,24928293,24.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2013,86.665χλμ,Βενζίνη,1.796cc,245bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Δίχρωμο,Δέρμα-ύφασμα,9/2022,Euro5,17ίντσες,Άγνωστο,Πισωκίνητο(RWD),9,2,4,2ώρεςπριν,51199,www.car.gr/24928293,"2663063100,6944541269","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,,,164g/km,,,,,1,
Renault,Clio,2014,Renault Clio,RenaultClio'14,324706494,10.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,12/2014,265.208χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Ύφασμα,7/2024,,16ίντσες,Άγνωστο,,6,5,5,1ημέραπριν,859,www.car.gr/324706494,6986909080,"['{Abs', '{Adaptive cruise control (acc)', '{Bluetooth', '{Cd player', '{Cruise control', '{Eco start\\u002Fstop', '{Esp', '{Immobilizer', '{Parktronic', '{Turbo', '{Usb', '{Αισθητήρας βροχής', '{Ατρακάριστο', '{Βιβλίο service', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κάμερα οπισθοπορείας', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Οθόνη tft', '{Προβολείς ομίχλης', '{Ράγες οροφής', '{Τηλέφωνο', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού']",,,,,,,,,1,
Opel,Corsa,2017,Opel Corsa '17 ENJOY ΣΕ ΑΨΟΓΗ ΚΑΤΑΣΤΑΣΗ ΔΕΚΤΟΣ ΚΑΘΕ,OpelCorsaENJOYΣΕΑΨΟΓΗΚΑΤΑΣΤΑΣΗΔΕΚΤΟΣΚΑΘΕΕΛΕΓΧΟΣ!!!'17,333356337,8.950€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2017,152.000χλμ,Πετρέλαιο,1.250cc,95bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,,,,,Μονό,,,5,5,3ημέρεςπριν,2483,www.car.gr/333356337,6937233373,"['Abs', 'Cd player', 'Parktronic', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",,,,,,,,,,
Toyota,Yaris,2016,Toyota Yaris,ToyotaYaris'16,331268288,13.600€,Μεταχειρισμένο,Αλλο,3/2016,202.000χλμ,Πετρέλαιο,1.400cc,122bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Alcantara,2/2024,Euro5,16ίντσες,Άγνωστο,,6,5,5,4ώρεςπριν,561,www.car.gr/331268288,"6936950716,6936950716","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,89€,"3,90(Εντός)/4(Εκτός)/3,70(Μικτό)λ/100χλμ",,,,,,,
Renault,Master,2017,Renault Master '17 ENERGY dCi170 ΜΕ ΔΙΠΛΟ,RenaultMasterENERGYdCi170ΜΕΔΙΠΛΟΚΡΕΒΑΤΙ'17,334161107,32.000€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,11/2017,156.482χλμ,Πετρέλαιο,2.300cc,170bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Δίχρωμο,Ύφασμα,7/2025,Euro6,,Άγνωστο,,2,3,3,1ημέραπριν,89,www.car.gr/334161107,6986909080,"['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,1,Ναι
Seat,Toledo,2016,Seat Toledo,SeatToledo'16,331993423,11.000€,Μεταχειρισμένο,Κόμπακτ/Hatchback,12/2016,83.148χλμ,Πετρέλαιο,1.598cc,115bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),,Ύφασμα,5/2025,Euro6,16ίντσες,Άγνωστο,,4,5,5,1ημέραπριν,1164,www.car.gr/331993423,6986909080,"['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,106€,"4,80(Εντός)/3,90(Εκτός)/4,50(Μικτό)λ/100χλμ",109g/km,,,,,1,
Mercedes-Benz,C200,1997,Mercedes-Benz C 200 '97  Esprit,Mercedes-BenzC200EspritAutomatic'97,329359972,2.200€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/1997,205.000χλμ,Βενζίνη,1.800cc,122bhp,Αυτόματο,Μόβ-βιολετί,Μαύρο,Ύφασμα,,,15ίντσες,Ζυγό,,4,5,5,4ώρεςπριν,2809,www.car.gr/329359972,"6936950716,6936950716","['Abs', 'Bluetooth', 'Esp', 'Immobilizer', 'Ατρακάριστο', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",,,,,,,,,2,Ναι
Ford,TransitConnect,2008,Ford Transit Connect,FordTransitConnect'08,331211450,6.200€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,11/2008,260.000χλμ,Πετρέλαιο,1.798cc,1bhp,Χειροκίνητο,Μπορντό(Μεταλλικό),,Ύφασμα,1/2024,,,Άγνωστο,Προσθιοκίνητο(FWD),2,5,2,1ημέραπριν,1023,www.car.gr/331211450,6986909080,"['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmw,116,2020,Bmw 116,Bmw116'20,333746586,26.000€,Μεταχειρισμένο,Κόμπακτ/Hatchback,4/2020,55.000χλμ,Πετρέλαιο,1.496cc,116bhp,Αυτόματο,Ασπρο(Μεταλλικό),Γκρι,Ύφασμα,4/2024,,17ίντσες,Μονό,Προσθιοκίνητο(FWD),,5,5,6ώρεςπριν,5107,www.car.gr/333746586,6945702172,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,100g/km,,,,,1,
Bmw,525,2007,Bmw 525 '07 xi EXCLUSIVE (4X4) ΕΛΛΗΝΙΚΟ (ΠΡΩΤΟ,Bmw525xiEXCLUSIVE(4X4)ΕΛΛΗΝΙΚΟ(ΠΡΩΤΟΧΕΡΙ)'07,331017166,11.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2007,204.000χλμ,Βενζίνη,2.996cc,218bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μπεζ,Δέρμα,1/2024,,17ίντσες,Ζυγό,4x4(4WD),8,4,5,3ημέρεςπριν,879,www.car.gr/331017166,"6932406611,2104918336",[],,,,,,,,,1,
Volvo,XC40,2019,Volvo XC40 '19 D3 4x4 AWD PANORAMA,VolvoXC40D34x4AWDPANORAMAMOMENTUM'19,333511636,34.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2019,49.000χλμ,Πετρέλαιο,2.000cc,150bhp,Αυτόματο,Ασπρο,Μαύρο,Δέρμα-ύφασμα,12/2024,Euro6,18ίντσες,Ζυγό,4x4(4WD),8,5,5,1ημέραπριν,3800,www.car.gr/333511636,6907915669,"['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,158€,"7,50(Εντός)/5,50(Εκτός)/6,50(Μικτό)λ/100χλμ",135g/km,,,,,1,
Renault,Zoe,2016,Renault Zoe,RenaultZoe'16,333942725,12.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2016,99.000χλμ,Ηλεκτρικό,,57bhp,Αυτόματο,Καφέ,,,,,,Μονό,,,5,5,6ώρεςπριν,1280,www.car.gr/333942725,"6970690000,2221312314,6945264097",[],,,,,43kw,,,,,
Mercedes-Benz,Vito,2013,Mercedes-Benz Vito '13 116LONG 5ΘΕΣIO ΕΠΑΓΓΕΛΜΑTIKΟ,Mercedes-BenzVito116LONG5ΘΕΣIOΕΠΑΓΓΕΛΜΑTIKΟ'13,23691383,20.000€,Μεταχειρισμένο,Van/MiniBus,7/2013,310.000χλμ,Πετρέλαιο,2.143cc,163bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Γκρι,Δέρμα-ύφασμα,8/2021,Euro5,18ίντσες,Ζυγό,Πισωκίνητο(RWD),4,4,5,1ώραπριν,15421,www.car.gr/23691383,"2321053820,6974036501","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Dvd', 'Esp', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,105€,"7,70(Εντός)/6,40(Εκτός)/7(Μικτό)λ/100χλμ",162g/km,,,,,1,
