brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Κλάσηρύπων,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Χρώμαεσωτερικού,Επένδυσησαλονιού,Μέγεθοςζάντας,Σύνολοκατόχων,Αερόσακοι,Κίνηση,Κτέομέχρι,Ρύποι(co2),Κατανάλωση,Τέληκυκλοφορίας,Χρηματοδότηση,Παράδοσηστοσπίτι
Peugeot,208,2019,Peugeot 208 '19,Peugeot208ΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!!'19,334033549,10.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2019,118.000χλμ,Πετρέλαιο,1.500cc,100bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Euro6,Ζυγό,5,5,12ώρεςπριν,49,www.car.gr/334033549,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Opel,Astra,2009,Opel Astra,OpelAstra'09,334051972,5.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2009,223.000χλμ,Βενζίνη,1.600cc,180bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Άγνωστο,3,5,2ώρεςπριν,329,www.car.gr/334051972,"2410851130,6936768936","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Γκρι,Ύφασμα,18ίντσες,1,6,,,,,,,
Hyundai,i10,2012,Hyundai i 10,Hyundaii10'12,333458819,6.400€,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2012,145.360χλμ,Βενζίνη,1.100cc,72bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,2ώρεςπριν,613,www.car.gr/333458819,"2410851130,6936768936","['Abs', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",,,,,,,,,,,,
Ford,Fiesta,2015,Ford Fiesta '15 EURO,FordFiestaEURO6'15,332559592,8.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,6/2015,108.560χλμ,Βενζίνη,999cc,75bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,2ώρεςπριν,815,www.car.gr/332559592,"2410851130,6936768936","['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Usb', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,,,,6,,,,,,,
Opel,Astra,2015,Opel Astra '15 EURO,OpelAstraEURO6'15,328248383,9.500€,Μεταχειρισμένο,Κόμπι/Kάραβαν,1/2015,118.620χλμ,Πετρέλαιο,1.600cc,110bhp,Χειροκίνητο,Ασπρο,Euro6d,Άγνωστο,5,5,2ώρεςπριν,4915,www.car.gr/328248383,"2410851130,6936768936","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,8,,,,,,,
Suzuki,Vitara,2016,Suzuki Vitara '16 4Χ4,SuzukiVitara4Χ4ΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'16,334207630,16.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,4/2016,133.500χλμ,Πετρέλαιο,1.600cc,120bhp,Χειροκίνητο,Ασπρο,Euro6,Ζυγό,5,5,12ώρεςπριν,44,www.car.gr/334207630,"2316016262,6944297636,6942470499","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,1,8,4x4(4WD),,,,,,
Dacia,Sandero,2013,Dacia Sandero '13 ECO 0.9 TURBO TCE 90HP,DaciaSanderoECO0.9TURBOTCE90HP!!!'13,333290267,5.999€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2013,180.000χλμ,Βενζίνη,898cc,90bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,24λεπτάπριν,2563,www.car.gr/333290267,"2691081793,6982359990","['Abs', 'Android auto', 'Bluetooth', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Τηλέφωνο']",,,,,,Προσθιοκίνητο(FWD),,,,100€,,
Toyota,Hilux,2015,Toyota Hilux '15 TORNADO 3.0cc 171HP,ToyotaHiluxTORNADO3.0cc171HPΧΕΙΡΟΚΙΝΗΤΟ!!!'15,334338668,29.900€,Μεταχειρισμένο,Αγροτικό/Pickup,1/2015,155.000χλμ,Πετρέλαιο,3.000cc,171bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Euro5,Άγνωστο,4,5,3ώρεςπριν,3640,www.car.gr/334338668,6988113308,"['Abs', 'Bluetooth', 'Cruise control', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Εγγύηση', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Μαύρο,Δέρμα,17ίντσες,1,8,,6/2025,,7(Εντός)/λ/100χλμ,105€,,
Toyota,Yaris,2017,Toyota Yaris '17 ΕΛΛΗΝΙΚΟ!VVT-ie,ToyotaYarisΕΛΛΗΝΙΚΟ!VVT-ie111PS!ΑΨΟΓΟ!'17,333207455,13.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2017,65.000χλμ,Βενζίνη,1.500cc,111bhp,Χειροκίνητο,Κόκκινο(Μεταλλικό),Euro5,Μονό,5,5,1ώραπριν,391,www.car.gr/333207455,"6977217504,6977711072","['{Abs', '{Bluetooth', '{Bucket καθίσματα', '{Cd player', '{Esp', '{Hill assist', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Parktronic', '{Tcs - asr', '{Turbo', '{Usb', '{Αισθητήρας βροχής', '{Ατρακάριστο', '{Βιβλίο service', '{Ελληνικής αντιπροσωπείας', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",Γκρι,Ύφασμα,15ίντσες,,9,Προσθιοκίνητο(FWD),5/2025,109g/km,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,Panda,2017,Fiat Panda '17,FiatPandaΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!!'17,331694067,7.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2017,165.000χλμ,Πετρέλαιο,1.300cc,95bhp,Χειροκίνητο,Ασπρο,,Μονό,5,5,12ώρεςπριν,24,www.car.gr/331694067,"2316016262,6944297636,6942470499","['Abs', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,1,,,,,,,,
Audi,A3,2008,Audi A3 '08 Sportback,AudiA3Sportbackambition!!!ΑΡΙΣΤΟ!!'08,333593855,8.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2008,148.000χλμ,Βενζίνη,1.400cc,125bhp,Χειροκίνητο,Καφέ(Μεταλλικό),,Άγνωστο,5,5,12ώρεςπριν,76,www.car.gr/333593855,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,17ίντσες,1,,,,,,,,
Toyota,Auris,2010,Toyota Auris '10,ToyotaAurisΙΔΙΩΤΗ/ΑΡΙΣΤΟ!!!!!!!'10,333929098,8.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2010,147.000χλμ,Πετρέλαιο,1.400cc,90bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Μονό,5,5,12ώρεςπριν,998,www.car.gr/333929098,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Immobilizer', 'Navigation - gps', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Renault,Clio,2019,Renault Clio '19,RenaultClioΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'19,333776079,11.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2019,127.500χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,Άγνωστο,5,5,11ώρεςπριν,468,www.car.gr/333776079,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Peugeot,306,1999,Peugeot 306 '99,Peugeot306*ΥΔΡΑΥΛΙΚΟ_ΤΙΜΟΝΙ_ΑCC*'99,330848245,1.800€,Μεταχειρισμένο,Λιμουζίνα/Sedan,12/1999,188.000χλμ,Βενζίνη,1.360cc,75bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,Άγνωστο,5,5,12ώρεςπριν,4957,www.car.gr/330848245,"2611104282,6983458433,6984255394","['Abs', 'Bluetooth', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Υδραυλικό τιμόνι']",Μαύρο,Ύφασμα,15ίντσες,1,1,,5/2024,,,,"100,00€/μήνα",Ναι
Audi,A3,2018,Audi A3 '18 Sportback 1.6 TDI,AudiA3Sportback1.6TDIBusiness'18,334478113,18.350€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2018,91.000χλμ,Πετρέλαιο,1.600cc,116bhp,Χειροκίνητο,Ασπρο,Euro6,Άγνωστο,5,5,2ημέρεςπριν,26,www.car.gr/334478113,"2102321718,2102385808,6947202558","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,16ίντσες,1,6,Προσθιοκίνητο(FWD),,,,115€,,
Toyota,Auris,2017,Toyota Auris '17,ToyotaAurisDiesel!ΑΡΙΣΤΟ!!!11ος/'17,333971497,13.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2017,140.000χλμ,Πετρέλαιο,1.400cc,90bhp,Χειροκίνητο,Ασημί,,Άγνωστο,5,5,12ώρεςπριν,52,www.car.gr/333971497,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Lane assist', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,1,,,,,,,,
Skoda,Octavia,2017,Skoda Octavia '17,SkodaOctaviaΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'17,334207690,12.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2017,158.500χλμ,Πετρέλαιο,1.600cc,116bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Euro6,Μονό,5,5,12ώρεςπριν,102,www.car.gr/334207690,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Tcs - asr', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,8,,,,,,,
Fiat,Tempra,1996,Fiat Tempra '96 ✓•ΥΔΡΑΥΛΙΚΟ,FiatTempra✓•ΥΔΡΑΥΛΙΚΟΤΙΜΟΝΙ✓•'96,330687761,1.100€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/1996,185.000χλμ,Βενζίνη,1.582cc,85bhp,Χειροκίνητο,Πράσινοσκούρο,,Άγνωστο,5,5,12ώρεςπριν,361,www.car.gr/330687761,"2611104282,6983458433,6984255394","['Apple carplay', 'Cd player', 'Keyless', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Μη καπνιστή', 'Υδραυλικό τιμόνι']",Γκρι,Ύφασμα,15ίντσες,1,,,7/2025,,,250€,"61,11€/μήνα",Ναι
Opel,Astra,2018,Opel Astra '18,OpelAstraΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'18,334208438,11.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2018,136.000χλμ,Πετρέλαιο,1.600cc,110bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Euro6,Ζυγό,5,5,11ώρεςπριν,115,www.car.gr/334208438,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,1,8,,,,,,,
Seat,Leon,2009,Seat Leon '09 1.4,SeatLeon1.4tsi'09,334260613,7.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,12/2009,134.000χλμ,Βενζίνη,1.400cc,122bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,12ώρεςπριν,65,www.car.gr/334260613,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Jeep,Wrangler,2004,Jeep Wrangler '04,JeepWrangler✓•TJ_GREEK✓•'04,332935803,24.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2004,181.000χλμ,Αέριο(lpg)-βενζίνη,4.000cc,180bhp,Χειροκίνητο,Πράσινοσκούρο,,Άγνωστο,3,5,12ώρεςπριν,2551,www.car.gr/332935803,"2611104282,6983458433,6984255394","['Abs', 'Bluetooth', 'Cd player', 'Hardtop', 'Head-up display', 'Hill assist', 'Immobilizer', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tv\\u002Fcamera', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",Μαύρο,Δέρμα,20ίντσες,1,5,4x4(4WD),1/2024,,,,"1.333,33€/μήνα",Ναι
Audi,A3,2008,Audi A3 '08,AudiA3ΕΛΛΗΝΙΚΟ/ΗΛΙΟΡΟΦΗ/ΔΕΡΜΑ!!!!!'08,332692711,8.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2008,243.000χλμ,Αέριο(lpg)-βενζίνη,1.800cc,160bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Ζυγό,3,5,12ώρεςπριν,1898,www.car.gr/332692711,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Καφέ,,17ίντσες,1,4,,,,,,,
Audi,A4,2003,Audi A4 '03 111.500,AudiA4111.500xιλιόμετρα/ΙΔΙΩΤΗ!!!!!!!'03,333992770,5.990€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2003,111.500χλμ,Βενζίνη,1.800cc,163bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Ζυγό,4,5,12ώρεςπριν,1169,www.car.gr/333992770,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,16ίντσες,1,6,4x4(4WD),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,2008,2019,Peugeot 2008 '19 DIESEL ALLURE PANORAMA,Peugeot2008DIESELALLUREPANORAMAGPS'19,334355946,15.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2019,34.000χλμ,Πετρέλαιο,1.600cc,102bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Euro6,Ζυγό,5,5,4ώρεςπριν,625,www.car.gr/334355946,6939606897,"['Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hardtop', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Ράγες οροφής', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon', 'Φώτα που στρίβουν']",,Δέρμα-ύφασμα,16ίντσες,,7,,,,,92€,,
Ford,Focus,2006,Ford Focus,FordFocus'06,328900131,4.000€,Μεταχειρισμένο,Λιμουζίνα/Sedan,6/2006,239.000χλμ,Αέριο(lpg)-βενζίνη,1.398cc,90bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Άγνωστο,5,5,2ώρεςπριν,2557,www.car.gr/328900131,"2410851130,6936768936","['Abs', 'Adaptive cruise control (acc)', 'Cd player', 'Isofix -παιδικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Γκρι,Ύφασμα,15ίντσες,,4,,8/2024,,,,,
