brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Χρηματοδότηση,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Μέγεθοςζάντας,Τέληκυκλοφορίας,Πινακίδα,Σύνολοκατόχων,Κίνηση,Αερόσακοι,Πόρτες,Καθίσματα,Παράδοσηστοσπίτι,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Ρύποι(co2),Κλάσηρύπων,Κατανάλωση,Κτέομέχρι,Kilowatt
Bmw,i3,2015,Bmw i3,Bmwi3'15,334425882,16.900€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2015,110.000χλμ,Ηλεκτρικό,,170bhp,Αυτόματο,Γκρι,Καφέ,Δέρμα,19ίντσες,,Άγνωστο,2,Προσθιοκίνητο(FWD),6,4,5,,5ώρεςπριν,183,www.car.gr/334425882,"2109858010,6939239723,6956112756","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,127kw
Toyota,Corolla,2006,Toyota Corolla '06 1 Χρόνο εγγύηση πλουσια,ToyotaCorolla1Χρόνοεγγύησηπλουσιαέκδοση'06,332417813,6.500€,"144,59€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2006,245.000χλμ,Βενζίνη,1.400cc,100bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,,15ίντσες,,Άγνωστο,1,,6,4,5,Ναι,3ώρεςπριν,67,www.car.gr/332417813,2105786180,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Mercedes-Benz,CLK200,2004,Mercedes-Benz CLK 200 '04 Avantgarde Ελληνικό 1 χέρι,Mercedes-BenzCLK200AvantgardeΕλληνικό1χέρι'04,22187833,9.950€,,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2004,211.000χλμ,Βενζίνη,1.800cc,163bhp,Αυτόματο,Μπλέ(Μεταλλικό),,Δέρμα,16ίντσες,300€,Άγνωστο,1,Πισωκίνητο(RWD),6,2,4,,3ώρεςπριν,87,www.car.gr/22187833,2105786180,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,,,,
Hyundai,Getz,2008,Hyundai Getz '08 1  χρόνο εγγύηση,HyundaiGetz1χρόνοεγγύηση2008'08,331734242,5.500€,"122,34€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2008,183.000χλμ,Βενζίνη,1.086cc,70bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Δίχρωμο,Ύφασμα,14ίντσες,135€,Άγνωστο,1,Προσθιοκίνητο(FWD),4,4,5,Ναι,3ώρεςπριν,70,www.car.gr/331734242,2105786180,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Επιταγές δεκτές', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Ford,Fiesta,2016,Ford Fiesta '16  1 χρόνο εγγύησηstart,FordFiesta1χρόνοεγγύησηstartstop-led'16,328966953,9.999€,"222,42€/μήνα",Μεταχειρισμένο,Κουπέ-Σπόρ,7/2016,87.000χλμ,Βενζίνη,999cc,81bhp,Χειροκίνητο,Κόκκινο,,,15ίντσες,,Άγνωστο,1,Προσθιοκίνητο(FWD),6,2,5,,3ώρεςπριν,39,www.car.gr/328966953,2105786180,"['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Πιστωτική κάρτα δεκτή', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",1g/km,Euro6,,,
Mitsubishi,SpaceStar,2016,Mitsubishi Space Star '16  Α Υ Τ Ο Μ Α Τ Ο με,MitsubishiSpaceStarΑΥΤΟΜΑΤΟμε0%πρ/βολή'16,322951085,11.999€,"266,91€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2016,145.000χλμ,Βενζίνη,1.193cc,80bhp,Αυτόματο,Ασπρο(Μεταλλικό),Μαύρο,Ύφασμα,15ίντσες,,Άγνωστο,1,,6,5,5,,3ώρεςπριν,31,www.car.gr/322951085,2105786180,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Tcs - asr', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",99g/km,Euro6,,,
Toyota,Corolla,2006,Toyota Corolla '06 1 Χρόνο εγγύηση LPG πλουσια,ToyotaCorolla1ΧρόνοεγγύησηLPGπλουσιαέκδοση'06,332419674,6.500€,"144,59€/μήνα",Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2006,245.000χλμ,Αέριο(lpg)-βενζίνη,1.400cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,,15ίντσες,,Άγνωστο,1,,6,4,5,Ναι,3ώρεςπριν,61,www.car.gr/332419674,2105786180,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Επέκταση εγγύησης', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Citroen,C3Picasso,2012,Citroen C3 Picasso '12 ΑΡΙΣΤΗ ΚΑΤΑΣΤΑΣΗ!!Με,CitroenC3PicassoΑΡΙΣΤΗΚΑΤΑΣΤΑΣΗ!!Με0%προκαταβολή'12,324417749,7.500€,"166,83€/μήνα",Μεταχειρισμένο,Van/MiniBus,6/2012,219.000χλμ,Πετρέλαιο,1.600cc,95bhp,Χειροκίνητο,Χρυσαφί(Μεταλλικό),Δίχρωμο,,16ίντσες,107€,Άγνωστο,1,,8,5,5,,3ώρεςπριν,55,www.car.gr/324417749,2105786180,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Εγγύηση', 'Επιταγές δεκτές', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,Euro5,"4,20(Εντός)/λ/100χλμ",,
Fiat,500,2013,Fiat 500 '13  ABARTH  GQ -edition,Fiat500ABARTHGQ-edition'13,318617777,10.999€,"244,67€/μήνα",Μεταχειρισμένο,Κουπέ-Σπόρ,11/2013,110.000χλμ,Βενζίνη,900cc,90bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα,16ίντσες,,Άγνωστο,1,Προσθιοκίνητο(FWD),6,2,5,,3ώρεςπριν,46,www.car.gr/318617777,2105786180,"['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hardtop', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Hyundai,Lantra,1997,Hyundai Lantra '97 Α ΧΕΡΙ station wagon,HyundaiLantraΑΧΕΡΙstationwagon'97,318142074,2.999€,"66,71€/μήνα",Μεταχειρισμένο,Κόμπι/Kάραβαν,1/1997,163.000χλμ,Βενζίνη,1.600cc,110bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Ύφασμα,14ίντσες,,Άγνωστο,1,Προσθιοκίνητο(FWD),1,4,5,,3ώρεςπριν,35,www.car.gr/318142074,2105786180,"['Bucket καθίσματα', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Υδραυλικό τιμόνι']",,,,,
Peugeot,206,2007,Peugeot 206 '07 Diesel,Peugeot206Diesel'07,334072163,3.750€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2007,150.000χλμ,Πετρέλαιο,1.400cc,90bhp,Χειροκίνητο,Μαύρο,,,,,Ζυγό,,,,3,4,,5ώρεςπριν,789,www.car.gr/334072163,"6975983431,2296400220,6975983431",[],,,,,
Renault,Clio,2019,Renault Clio '19  dCi 75 Start & Stop ECO2,RenaultCliodCi75Start&StopECO2Life'19,334344910,12.500€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2019,54.400χλμ,Πετρέλαιο,1.462cc,75bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,16ίντσες,101€,Μονό,1,,4,5,5,,2ημέρεςπριν,89,www.car.gr/334344910,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,,,5/2026,
Renault,Clio,2018,Renault Clio '18  ENERGY dCi 90,RenaultClioENERGYdCi90Limited'18,330974247,10.250€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2018,165.000χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Μαύρο,Ύφασμα,15ίντσες,102€,Ζυγό,1,,4,5,5,,2ημέρεςπριν,430,www.car.gr/330974247,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",104g/km,Euro6c,,1/2025,
Skoda,Octavia,2006,Skoda Octavia '06,SkodaOctavia4Χ4-ΑΒΤ'06,327636733,6.000€,"108,15€/μήνα",Μεταχειρισμένο,Λιμουζίνα/Sedan,2/2006,95.000χλμ,Βενζίνη,1.800cc,193bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μπεζ,Δέρμα,16ίντσες,320€,Μονό,1,4x4(4WD),6,5,5,,3ώρεςπριν,12295,www.car.gr/327636733,"6976948220,6980149973,2114205267","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Volkswagen,Beetle(New),2017,Volkswagen Beetle (New) '17,VolkswagenBeetle(New)DUNE'17,334174726,34.000€,,Μεταχειρισμένο,Κάμπριο/Roadster,12/2017,14.000χλμ,Βενζίνη,1.400cc,150bhp,Αυτόματο,Γκρι(Μεταλλικό),Γκρι,Δέρμα,18ίντσες,,Ζυγό,1,Προσθιοκίνητο(FWD),6,2,4,,2ημέρεςπριν,994,www.car.gr/334174726,6930885885,"['Abs', 'Android auto', 'Apple carplay', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Φώτα led']",,Euro6,,10/2024,
Bmw,530,2009,Bmw 530 '09 LCI M5 Θωρακισμένο,Bmw530LCIM5ΘωρακισμένοB4+'09,330009598,27.990€,,Μεταχειρισμένο,Λιμουζίνα/Sedan,7/2009,179.000χλμ,Βενζίνη,3.000cc,272bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα,19ίντσες,920€,Άγνωστο,1,Πισωκίνητο(RWD),,4,5,,2ώρεςπριν,5434,www.car.gr/330009598,6987696000,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντ\\u002Fγή με σκάφος δεκτή', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Θωρακισμένο', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,10(Μικτό)λ/100χλμ,,
Bmw,M4,2014,Bmw M4 '14  Coupé M,BmwM4CoupéMDKG'14,330980661,71.000€,,Μεταχειρισμένο,Κουπέ-Σπόρ,4/2014,107.000χλμ,Βενζίνη,2.993cc,431bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μπεζ,Δέρμα,20ίντσες,539€,Ζυγό,,,,2,4,,7ώρεςπριν,6200,www.car.gr/330980661,6946068038,"['Parktronic', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Κάμερα οπισθοπορείας', 'Μπλοκέ διαφορικό']",293g/km,Euro6,9(Μικτό)λ/100χλμ,1/2025,
Nissan,Qashqai,2023,Nissan Qashqai '23 HYBRID PREMIUM-ΔΩΡΟ ΜΕΤΑΛΛ ΧΡΩΜΑ & ΕΞΟΔΑ,NissanQashqaiHYBRIDPREMIUM-ΔΩΡΟΜΕΤΑΛΛΧΡΩΜΑ&ΕΞΟΔΑΠΙΝΑΚΙΔΩΝ'23,334494468,29.950€,"585,53€/μήνα",,4χ4/Τζιπ/Suv,3/2023Καινούριο,7χλμ,Βενζίνη,1.300cc,140bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Μαύρο,Ύφασμα,17ίντσες,100€,Άγνωστο,,,6,5,5,,2ημέρεςπριν,69,www.car.gr/334494468,"2621020000,2621024062,6936119095","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Turbo', 'Αισθητήρας βροχής', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",143g/km,,,,
Audi,Q2,2021,Audi Q2,AudiQ2'21,333399061,12.000€Μεζημιά,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2021,40.000χλμ,Πετρέλαιο,2.000cc,116bhp,Αυτόματο,Μαύρο,,,,,Άγνωστο,,,,5,5,,17λεπτάπριν,2856,www.car.gr/333399061,2310637768,"['Abs', 'Εισαγωγής', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή']",,,,,
Opel,Astra,2012,Opel Astra '12 J,OpelAstraJGTC'12,326828469,12.500€,,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2012,117.700χλμ,Βενζίνη,1.362cc,140bhp,Χειροκίνητο,Κόκκινο(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,19ίντσες,168€,Μονό,2,Προσθιοκίνητο(FWD),4,3,5,,1ώραπριν,185,www.car.gr/326828469,6989001000,"['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",139g/km,Euro5,,6/2025,
Opel,Adam,2018,Opel Adam '18  1.4 Unlimited ΕΛΛΗΝΙΚΟ,OpelAdam1.4UnlimitedΕΛΛΗΝΙΚΟ'18,332934593,11.900€,,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2018,38.000χλμ,Βενζίνη,1.400cc,90bhp,Χειροκίνητο,Κίτρινο,,,,,Άγνωστο,,,,3,4,,17λεπτάπριν,682,www.car.gr/332934593,2310637768,"['Bluetooth', 'Eco start\\u002Fstop', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led']",,,,1/2027,
Opel,GrandlandX,2020,Opel Grandland X '20  1.2 DI Turbo Business,OpelGrandlandX1.2DITurboBusinessEdition'20,327701784,25.000€,,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2020,20.000χλμ,Βενζίνη,1.199cc,130bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,17ίντσες,112€,Μονό,,,8,5,5,,2ημέρεςπριν,1323,www.car.gr/327701784,6944763453,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Εγγύηση']",100g/km,Euro6d,7(Εντός)/7(Εκτός)/7(Μικτό)λ/100χλμ,1/2024,
Jaguar,XF,2013,Jaguar XF '13 jaguar xf,JaguarXFjaguarxf2.2cc'13,325915132,15.300€Μεζημιά,,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2013,270.000χλμ,Πετρέλαιο,2.200cc,200bhp,Αυτόματο,Μόβ-βιολετί,,,,,Άγνωστο,,,,5,5,,17λεπτάπριν,2085,www.car.gr/325915132,2310637768,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Κάμερα οπισθοπορείας', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική']",,,,,
Volkswagen,Golf,2009,Volkswagen Golf '09,VolkswagenGolfTsi'09,333782120,9.500€,,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2009,104χλμ,Βενζίνη,14cc,122bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Alcantara,18ίντσες,255€,Άγνωστο,2,Προσθιοκίνητο(FWD),6,3,4,,1ώραπριν,16,www.car.gr/333782120,6987729621,"['Abs', 'Cd player', 'Esp', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων']",,,,,
