brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Μέγεθοςζάντας,Κλάσηρύπων,Πινακίδα,Σύνολοκατόχων,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κτέομέχρι,Αερόσακοι,Παράδοσηστοσπίτι,Χρηματοδότηση,Κίνηση,Κατανάλωση,Τέληκυκλοφορίας,Ρύποι(co2)
Suzuki,SX4S-Cross,2014,Suzuki SX4 S-Cross '14 Euro,SuzukiSX4S-CrossEuro6'14,333594776,12.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2014,135.000χλμ,Βενζίνη,1.560cc,120bhp,Χειροκίνητο,Ασπρο,Γκρι,,16ίντσες,Euro6,Άγνωστο,,5,5,14λεπτάπριν,589,www.car.gr/333594776,6989501066,"['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,SX4S-Cross,2016,Suzuki SX4 S-Cross,SuzukiSX4S-Cross'16,334356054,18.750€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2016,78.000χλμ,Βενζίνη,1.400cc,140bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Μαύρο,Δέρμα,17ίντσες,Euro6c,Άγνωστο,1,5,5,14λεπτάπριν,192,www.car.gr/334356054,6989501066,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,,,,,,
Ford,Fiesta,2016,Ford Fiesta '16 Diesel euro,FordFiestaDieseleuro6'16,334356106,8.750€,Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2016,141.000χλμ,Πετρέλαιο,1.500cc,75bhp,Χειροκίνητο,Ασπρο,,,,Euro6,Άγνωστο,,3,5,2ώρεςπριν,189,www.car.gr/334356106,6989501066,"['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,
Opel,Corsa,2015,Opel Corsa '15  1.4 turbo colour edition,OpelCorsa1.4turbocolouredition'15,333373459,9.999€,Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2015,132.000χλμ,Βενζίνη,1.400cc,101bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,,16ίντσες,Euro6,Άγνωστο,1,5,5,15λεπτάπριν,981,www.car.gr/333373459,6989501066,"['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",4/2024,6,,,,,,
Ford,Fiesta,2017,Ford Fiesta '17 Euro 6 ΟΘΟΝΗ,FordFiestaEuro6ΟΘΟΝΗ'17,334449088,11.750€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2017,98.000χλμ,Πετρέλαιο,1.500cc,86bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Γκρι,Ύφασμα,15ίντσες,Euro6c,Χωρίς,1,3,5,15λεπτάπριν,91,www.car.gr/334449088,6989501066,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,Ναι,,,,,
Bmw,X5,2005,Bmw X5 '05 Facelift Xdrive,BmwX5FaceliftXdriveΔΕΣΜΕΥΜΕΝΟ'05,323071272,12.200€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2005,15.000χλμ,Βενζίνη,2.993cc,231bhp,Αυτόματο,Μπλεσκούρο(Μεταλλικό),Γκρι,Δέρμα,19ίντσες,,Μονό,,5,5,1ημέραπριν,22227,www.car.gr/323071272,6946317446,"['Abs', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",10/2023,,,,,,,
Fiat,Panda,2018,Fiat Panda '18 DIESEL 95 HP  FIAT,FiatPandaDIESEL95HPFIATΛΥΣΙΚΑΤΟΣ!!ΔΕΣΜΕΥΤΗΚΕ!!'18,333210807,10.350€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2018,119.000χλμ,Πετρέλαιο,1.248cc,95bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Ύφασμα,14ίντσες,Euro6,Μονό,1,5,5,1ημέραπριν,60,www.car.gr/333210807,"2104524002,2104524007","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Πιστωτική κάρτα δεκτή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,4,,"179,95€/μήνα",Προσθιοκίνητο(FWD),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat,500,2019,Fiat 500,Fiat500'19,334344082,14.500€,Μεταχειρισμένο,Κουπέ-Σπόρ,10/2019,32χλμ,Βενζίνη,900cc,85bhp,Χειροκίνητο,Μαύρο,,,,Euro6,Ζυγό,2,2,4,2ημέρεςπριν,64,www.car.gr/334344082,6970308825,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οροφή πανοραμική', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,
Fiat,500,2010,Fiat 500 '10 F/l Lounge,Fiat500F/lLoungeDualogic'10,334494381,9.480€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2010,123.000χλμ,Βενζίνη,1.200cc,70bhp,Αυτόματο,Κόκκινο,Μαύρο,,15ίντσες,,Μονό,,3,4,1ημέραπριν,27,www.car.gr/334494381,"2106219600,2109612100,6973323607","['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,6,,"166,36€/μήνα",Προσθιοκίνητο(FWD),"5,10(Μικτό)λ/100χλμ",,
Hyundai,i10,2016,Hyundai i 10 '16  1.0,Hyundaii101.0PASSION!!'16,334375014,8.690€,Μεταχειρισμένο,Αλλο,5/2016,73.000χλμ,Βενζίνη,998cc,67bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Μαύρο,Ύφασμα,,,Άγνωστο,1,5,5,2ώρεςπριν,38,www.car.gr/334375014,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,10,,,,,,
Fiat,Punto,2009,Fiat Punto '09 Βενζίνη-Φυσικό,FiatPuntoΒενζίνη-Φυσικόαέριο!!'09,334060144,6.690€,Μεταχειρισμένο,Αλλο,11/2009,131.000χλμ,Φυσικόαέριο(cng)-βενζίνη,1.368cc,77bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Μαύρο,Ύφασμα,,,Άγνωστο,1,5,5,2ώρεςπριν,16,www.car.gr/334060144,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,10,,,,,,
Fiat,GrandePunto,2009,Fiat Grande Punto '09 Βενζίνη-Φυσικό,FiatGrandePuntoΒενζίνη-Φυσικόαέριο!!'09,334060121,6.690€,Μεταχειρισμένο,Αλλο,11/2009,131.000χλμ,Φυσικόαέριο(cng)-βενζίνη,1.368cc,77bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Μαύρο,Ύφασμα,,,Άγνωστο,1,5,5,2ώρεςπριν,20,www.car.gr/334060121,6981128411,"['Abs', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,10,,,,,,
Opel,Corsa,2018,Opel Corsa '18 1.3 CDTI,OpelCorsa1.3CDTIExpression'18,333687729,9.490€,Μεταχειρισμένο,Αλλο,10/2018,63.000χλμ,Πετρέλαιο,1.248cc,75bhp,Χειροκίνητο,Ασπρο,Μαύρο,,,,Άγνωστο,1,5,5,2ώρεςπριν,75,www.car.gr/333687729,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,6,,,,,,
Volkswagen,Golf,2014,Volkswagen Golf '14 1.2 TSI,VolkswagenGolf1.2TSITRENDLINE!!'14,321549965,9.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2014,182.000χλμ,Βενζίνη,1.197cc,105bhp,Χειροκίνητο,Ασπρο,Δίχρωμο,Ύφασμα,,,Άγνωστο,1,5,5,2ώρεςπριν,81,www.car.gr/321549965,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,10,,,,,,
Mercedes-Benz,A140,2007,Mercedes-Benz A 140 '07,Mercedes-BenzA140CLASSIC!!'07,334426421,3.490€,Μεταχειρισμένο,Αλλο,6/2007,167.000χλμ,Βενζίνη,1.397cc,85bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),Μαύρο,Δέρμα,,,Άγνωστο,1,5,5,2ώρεςπριν,147,www.car.gr/334426421,6981128411,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι']",,6,,,,,,
Nissan,Micra,2008,Nissan Micra,NissanMicra'08,333448839,4.990€,Μεταχειρισμένο,Αλλο,5/2008,220χλμ,Βενζίνη,1.386cc,90bhp,Χειροκίνητο,Άλλο,Δίχρωμο,Ύφασμα,,,Άγνωστο,1,5,5,2ώρεςπριν,41,www.car.gr/333448839,6981128411,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,6,,,,,,
Opel,Corsa,2015,Opel Corsa '15,OpelCorsaSelective!!NAVI!!'15,333239291,8.990€,Μεταχειρισμένο,Αλλο,10/2015,74.000χλμ,Βενζίνη,1.398cc,9bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,Άγνωστο,1,5,5,2ώρεςπριν,45,www.car.gr/333239291,6981128411,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Qashqai,2015,Nissan Qashqai '15 1.5,NissanQashqai1.5dci!!ΠΑΝΟΡΑΜΑ!!NAVI!!'15,331918245,15.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2015,114.000χλμ,Πετρέλαιο,1.461cc,110bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Δίχρωμο,Ύφασμα,,,Άγνωστο,1,5,5,7ώρεςπριν,84,www.car.gr/331918245,6981128411,"['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,10,,,,,,
Kia,Picanto,2013,Kia Picanto '13 1.2 SPORT PLUS LED FUEL,KiaPicanto1.2SPORTPLUSLEDFUELEXTRA'13,333406722,8.300€,Μεταχειρισμένο,Αλλο,1/2013,90.000χλμ,Βενζίνη,1.200cc,85bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Γκρι,Δέρμα-ύφασμα,15ίντσες,,Μονό,2,3,3,2ημέρεςπριν,607,www.car.gr/333406722,6937902143,"['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop']",12/2024,7,,,,"6(Εντός)/5(Εκτός)/5,50(Μικτό)λ/100χλμ",103€,
Ford,Mercury,1971,Ford Mercury,FordMercury'71,21384656,3.888€,Μεταχειρισμένο,Αλλο,1/1971,44.710χλμ,Βενζίνη,4.998cc,290bhp,Αυτόματο,Μπλεσκούρο,,Δέρμα,,,Άγνωστο,2,3,1,5ώρεςπριν,15251,www.car.gr/21384656,6972271749,[],,,,,,,,
Smart,ForTwo,2003,Smart ForTwo,SmartForTwo'03,334494383,4.000€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2003,205.000χλμ,Πετρέλαιο,800cc,44bhp,Ημιαυτόματο,Γκρι,,,,,Άγνωστο,1,2,2,2ημέρεςπριν,57,www.car.gr/334494383,6945150017,[],,,,,,,,
Fiat,PuntoEvo,2012,Fiat Punto Evo '12 Diesel  euro,FiatPuntoEvoDieseleuro5'12,334169419,6.950€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2012,129.600χλμ,Πετρέλαιο,1.248cc,84bhp,Χειροκίνητο,Κόκκινο,Δίχρωμο,,15ίντσες,Euro5,Χωρίς,,3,5,16λεπτάπριν,684,www.car.gr/334169419,6989501066,"['Abs', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",,,,,,,,
Mercedes-Benz,E220,2019,Mercedes-Benz E 220 '19 Avantgarde 9G-TRONIC,Mercedes-BenzE220Avantgarde9G-TRONIC'19,330670454,52.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2019,72.000χλμ,Πετρέλαιο,2.000cc,194bhp,Αυτόματο,Μαύρο(Μεταλλικό),Γκρι,Δέρμα,17ίντσες,Euro6d,Μονό,,5,5,16λεπτάπριν,1183,www.car.gr/330670454,6989501066,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,Ναι,,Πισωκίνητο(RWD),,146€,122g/km
Suzuki,SX4S-Cross,2014,Suzuki SX4 S-Cross '14 Euro,SuzukiSX4S-CrossEuro6'14,333594776,12.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,10/2014,135.000χλμ,Βενζίνη,1.560cc,120bhp,Χειροκίνητο,Ασπρο,Γκρι,,16ίντσες,Euro6,Άγνωστο,,5,5,16λεπτάπριν,589,www.car.gr/333594776,6989501066,"['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
