brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Επένδυσησαλονιού,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Χρώμαεσωτερικού,Μέγεθοςζάντας,Τέληκυκλοφορίας,Κίνηση,Χρηματοδότηση,Ρύποι(co2),Κλάσηρύπων,Σύνολοκατόχων,Αερόσακοι,Κτέομέχρι,Παράδοσηστοσπίτι,Κατανάλωση
Volvo,V40,2017,Volvo V40 '17 Zάντες!Cruise!5D!Αuto!Με,VolvoV40Zάντες!Cruise!5D!Αuto!ΜεΓραμμάτια'17,328277237,16.198€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2017,151.300χλμ,Βενζίνη,1.500cc,152bhp,Αυτόματο,Γκρι,,Άγνωστο,5,5,3ημέρεςπριν,1346,www.car.gr/328277237,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,Προσθιοκίνητο(FWD),,,,,,,,
Nissan,Navara,2017,Nissan Navara '17 TEKNA 4x4 2.3,NissanNavaraTEKNA4x42.3AUTOMATIC'17,332889719,27.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2017,169.400χλμ,Πετρέλαιο,2.298cc,190bhp,Αυτόματο,Ασπρο(Μεταλλικό),Δέρμα,Άγνωστο,4,5,6ώρεςπριν,1040,www.car.gr/332889719,"6947972820,6947972820","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",Μαύρο,17ίντσες,105€,,,,Euro6d,1,8,1/2025,Ναι,
Dacia,Sandero,2020,Dacia Sandero '20 900cc-90hp!stepway!Με,DaciaSandero900cc-90hp!stepway!Μεγραμμάτια!'20,334093300,14.498€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2020,59.092χλμ,Βενζίνη,900cc,90bhp,Χειροκίνητο,Ασπρο,Ύφασμα,Άγνωστο,5,5,3ημέρεςπριν,91,www.car.gr/334093300,"2310705705,6945851831","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,Προσθιοκίνητο(FWD),,,Euro6,,,,,
Mercedes-Benz,E300,2020,Mercedes-Benz E 300 '20 Hybrid plug in diesel! Full extra!Με,Mercedes-BenzE300Hybridplugindiesel!Fullextra!ΜεΓραμμάτια'20,330590729,63.895€,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2020,152.000χλμ,Υβριδικόplug-inπετρέλαιο,1.950cc,193bhp,Αυτόματο,Μαύρο,Δέρμα-ύφασμα,Ζυγό,4,5,3ημέρεςπριν,1003,www.car.gr/330590729,"2310705705,6945851831","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Head-up display', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,18ίντσες,,,,,,,,,,
Nissan,Navara,2017,Nissan Navara '17 D23 TREK-1 EDITION,NissanNavaraD23TREK-1EDITIONΣΥΛΛΕΚΤΙΚΟ.'17,332902005,28.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,11/2017,122.800χλμ,Πετρέλαιο,2.300cc,190bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δέρμα,Άγνωστο,4,5,6ώρεςπριν,1371,www.car.gr/332902005,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Μαύρο,17ίντσες,105€,4x4(4WD),,,Euro6d,1,8,1/2025,Ναι,
Bmw,X5,2008,Bmw X5 '08 si!3.0!Ηλιοροφή!Mε,BmwX5si!3.0!Ηλιοροφή!MεΓραμμάτια'08,331905555,18.695€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2008,186.513χλμ,Βενζίνη,3.000cc,270bhp,Αυτόματο,Μαύρο,Δέρμα,Μονό,5,5,3ημέρεςπριν,1490,www.car.gr/331905555,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,20ίντσες,,,,,,,,6/2024,,
Seat,Arona,2020,Seat Arona '20 φυσικό αέριο 999cc 90hp!Mε,SeatAronaφυσικόαέριο999cc90hp!MεΓραμμάτια'20,333975236,17.398€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,2/2020,35.980χλμ,Φυσικόαέριο(cng)-βενζίνη,999cc,90bhp,Χειροκίνητο,Κόκκινοσκούρο,Δέρμα-ύφασμα,Ζυγό,5,5,3ημέρεςπριν,245,www.car.gr/333975236,"2310705705,6945851831","['Abs', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,16ίντσες,88€,,,98g/km,,,,,,
Mercedes-Benz,Sprinter,2017,Mercedes-Benz Sprinter '17 EURO 6 ΕΡΑΣΙΤΕΧΝΙΚΟ,Mercedes-BenzSprinterEURO6ΕΡΑΣΙΤΕΧΝΙΚΟΔΙΠΛΩΜΑ'17,330542903,22.000€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,7/2017,155.000χλμ,Πετρέλαιο,2.200cc,140bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Ύφασμα,Ζυγό,3,3,6ώρεςπριν,1602,www.car.gr/330542903,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων']",Δίχρωμο,16ίντσες,105€,,,,Euro6d,1,4,7/2025,,
Toyota,Hilux,2023,Toyota Hilux '23 2.8D DC 4X4 GR SPORT ULTIMATE EDITION 6A/T,ToyotaHilux2.8DDC4X4GRSPORTULTIMATEEDITION6A/T'23,334494539,42.259€Χωρίςφπα,,Αγροτικό/Pickup,9/2023Καινούριο,,Πετρέλαιο,2.755cc,204bhp,Αυτόματο,Μαύρο(Μεταλλικό),Δέρμα-ύφασμα,Χωρίς,4,5,3ημέρεςπριν,199,www.car.gr/334494539,"2251031000,6979798207,6979798207","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Usb', 'Αγροτικό', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμή χωρίς φπα', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Γκρι,17ίντσες,105€,4x4(4WD),,248g/km,,,7,,,
Mercedes-Benz,SLK350,2005,Mercedes-Benz SLK 350 '05 CABRIO! LOOK AMG,Mercedes-BenzSLK350CABRIO!LOOKAMG350!ΔΟΣΕΙΣ'05,22630171,16.648€,Μεταχειρισμένο,Κάμπριο/Roadster,5/2005,149.900χλμ,Βενζίνη,3.498cc,272bhp,Αυτόματο,Μαύρο,Δέρμα,Ζυγό,2,2,3ημέρεςπριν,3048,www.car.gr/22630171,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hardtop', 'Immobilizer', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Δερμάτινα καθίσματα', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,19ίντσες,,Πισωκίνητο(RWD),,,,,6,,,
Opel,Astra,2016,Opel Astra,OpelAstra'16,330727308,17.300€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2016,110.600χλμ,Πετρέλαιο,1.600cc,160bhp,Χειροκίνητο,Κόκκινο,,Μονό,5,5,7ώρεςπριν,2902,www.car.gr/330727308,"6942610383,6942610383","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",,18ίντσες,108€,,,,Euro6,,,1/2024,,
Peugeot,208,2013,Peugeot 208 '13  Turbo GT,Peugeot208TurboGT'13,330865633,11.000€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2013,94.300χλμ,Βενζίνη,1.600cc,156bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Δέρμα,Άγνωστο,3,5,6ώρεςπριν,2843,www.car.gr/330865633,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",Μαύρο,17ίντσες,,,,,Euro5,1,6,1/2025,Ναι,
Opel,GrandlandX,2017,Opel Grandland X '17  1.6 Diesel,OpelGrandlandX1.6DieselDynamic'17,330762798,19.400€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,12/2017,160.000χλμ,Πετρέλαιο,1.600cc,120bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Δέρμα-ύφασμα,Ζυγό,5,5,7ώρεςπριν,1987,www.car.gr/330762798,"6942610383,6942610383","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",,18ίντσες,,,,,,,,,,
Volkswagen,GolfSportsvan,2015,Volkswagen Golf Sportsvan '15,VolkswagenGolfSportsvanHighline'15,330726983,16.500€,Μεταχειρισμένο,Van/MiniBus,5/2015,120.400χλμ,Πετρέλαιο,1.600cc,110bhp,Αυτόματο,Ασπρο,Alcantara,Ζυγό,5,5,7ώρεςπριν,1556,www.car.gr/330726983,"6942610383,6942610383","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon', 'Φώτα που στρίβουν']",,17ίντσες,108€,,,,Euro6,,10,12/2024,,
Toyota,Avensis,2003,Toyota Avensis,ToyotaAvensis'03,334248845,5.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2003,185.000χλμ,Αέριο(lpg)-βενζίνη,1.600cc,110bhp,Χειροκίνητο,Ασημί,Ύφασμα,Μονό,4,5,2ώρεςπριν,196,www.car.gr/334248845,6955443987,"['Abs', 'Cd player', 'Immobilizer', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Φώτα led']",Μαύρο,16ίντσες,260€,,,,,2,6,5/2024,,
Audi,A4,2011,Audi A4 '11  Avant 1.8 TFSI Attraction,AudiA4Avant1.8TFSIAttractionmultitronic'11,331272692,14.000€,Μεταχειρισμένο,Κόμπι/Kάραβαν,11/2011,255.000χλμ,Βενζίνη,1.800cc,160bhp,Αυτόματο,Γκρι(Μεταλλικό),,Μονό,5,5,3ώρεςπριν,5074,www.car.gr/331272692,6944435671,"['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,17ίντσες,,,,,,2,7,,,"8,50(Εντός)/6,50(Εκτός)/7,50(Μικτό)λ/100χλμ"
Mercedes-Benz,A180,2016,Mercedes-Benz A 180 '16  d Urban,Mercedes-BenzA180dUrban7G-DCT'16,332927628,21.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2016,81.000χλμ,Πετρέλαιο,1.461cc,109bhp,Αυτόματο,Γκρι,,Μονό,5,5,2ημέρεςπριν,2812,www.car.gr/332927628,"6936773401,6981004860","['Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Tv\\u002Fcamera', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Κάμερα οπισθοπορείας', 'Μη καπνιστή', 'Οθόνη tft', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Dacia,Sandero,2015,Dacia Sandero '15  STEPWAY DIESEL,DaciaSanderoSTEPWAYDIESELNAVI'15,333033189,10.495€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2015,186.636χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Γκρι,Ύφασμα,Χωρίς,5,5,3ημέρεςπριν,434,www.car.gr/333033189,"2310705705,6945851831","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Γραμμάτια δεκτά', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,16ίντσες,103€,Προσθιοκίνητο(FWD),,105g/km,,,,,,
Hyundai,i20,2015,Hyundai i 20 '15  1.4 CRDi GLS COMFORT,Hyundaii201.4CRDiGLSCOMFORTPLUS'15,329311527,10.999€,Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2015,141.836χλμ,Πετρέλαιο,1.396cc,90bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Χωρίς,5,5,9ώρεςπριν,1480,www.car.gr/329311527,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,,,,,,Euro6,1,,,,
Hyundai,i30,2016,Hyundai i 30 '16  1.6 CRDi blue,Hyundaii301.6CRDiblueStyle'16,329777378,11.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2016,103.951χλμ,Πετρέλαιο,1.582cc,110bhp,Χειροκίνητο,Χρυσαφί(Μεταλλικό),,Χωρίς,5,5,9ώρεςπριν,3024,www.car.gr/329777378,"2351045221,2351045224,6976121581","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,Euro6,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota,Yaris,2009,Toyota Yaris,ToyotaYaris'09,331950906,7.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2009,139.000χλμ,Βενζίνη,1.300cc,101bhp,Χειροκίνητο,Μαύρο,,Άγνωστο,5,5,3ώρεςπριν,3750,www.car.gr/331950906,6970017001,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,15ίντσες,135€,,,,Euro4,1,4,,,
