brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Κλάσηρύπων,Πινακίδα,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Αερόσακοι,Σύνολοκατόχων,Κίνηση,Κτέομέχρι,Ρύποι(co2),Μέγεθοςζάντας,Χρώμαεσωτερικού,Επένδυσησαλονιού,Τέληκυκλοφορίας,Κατανάλωση,Χρηματοδότηση,Παράδοσηστοσπίτι
Volkswagen,Polo,2012,Volkswagen Polo '12  GTI DSG,VolkswagenPoloGTIDSG(7-Gear)'12,334249306,15.000€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2012,106.000χλμ,Βενζίνη,1.400cc,180bhp,Αυτόματο,Ασπρο,,Μονό,4,5,6ώρεςπριν,1794,www.car.gr/334249306,6942845830,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",4,2,,4/2024,,17ίντσες,Μαύρο,Ύφασμα,166€,"7(Εντός)/5,90(Μικτό)λ/100χλμ",,
Opel,Astra,2018,Opel Astra '18,OpelAstraΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'18,334208438,11.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,6/2018,136.000χλμ,Πετρέλαιο,1.600cc,110bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Euro6,Ζυγό,5,5,6ώρεςπριν,137,www.car.gr/334208438,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",8,1,,,,,,,,,,
Seat,Leon,2009,Seat Leon '09 1.4,SeatLeon1.4tsi'09,334260613,7.900€,Μεταχειρισμένο,Κόμπακτ/Hatchback,12/2009,134.000χλμ,Βενζίνη,1.400cc,122bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,6ώρεςπριν,77,www.car.gr/334260613,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Jeep,Wrangler,2004,Jeep Wrangler '04,JeepWrangler✓•TJ_GREEK✓•'04,332935803,24.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2004,181.000χλμ,Αέριο(lpg)-βενζίνη,4.000cc,180bhp,Χειροκίνητο,Πράσινοσκούρο,,Άγνωστο,3,5,μισόλεπτόπριν,2592,www.car.gr/332935803,"2611104282,6983458433,6984255394","['Abs', 'Bluetooth', 'Cd player', 'Hardtop', 'Head-up display', 'Hill assist', 'Immobilizer', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tv\\u002Fcamera', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",5,1,4x4(4WD),1/2024,,20ίντσες,Μαύρο,Δέρμα,,,"1.333,33€/μήνα",Ναι
Audi,A3,2008,Audi A3 '08,AudiA3ΕΛΛΗΝΙΚΟ/ΗΛΙΟΡΟΦΗ/ΔΕΡΜΑ!!!!!'08,332692711,8.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2008,243.000χλμ,Αέριο(lpg)-βενζίνη,1.800cc,160bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Ζυγό,3,5,6ώρεςπριν,1920,www.car.gr/332692711,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",4,1,,,,17ίντσες,Καφέ,,,,,
Audi,A4,2003,Audi A4 '03 111.500,AudiA4111.500xιλιόμετρα/ΙΔΙΩΤΗ!!!!!!!'03,333992770,5.990€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2003,111.500χλμ,Βενζίνη,1.800cc,163bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Ζυγό,4,5,6ώρεςπριν,1201,www.car.gr/333992770,"2316016262,6944297636,6942470499","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",6,1,4x4(4WD),,,16ίντσες,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,2008,2019,Peugeot 2008 '19 DIESEL ALLURE PANORAMA,Peugeot2008DIESELALLUREPANORAMAGPS'19,334355946,15.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,5/2019,34.000χλμ,Πετρέλαιο,1.600cc,102bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Euro6,Ζυγό,5,5,5ώρεςπριν,644,www.car.gr/334355946,6939606897,"['Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hardtop', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Ράγες οροφής', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon', 'Φώτα που στρίβουν']",7,,,,,16ίντσες,,Δέρμα-ύφασμα,92€,,,
Ford,Focus,2006,Ford Focus,FordFocus'06,328900131,4.000€,Μεταχειρισμένο,Λιμουζίνα/Sedan,6/2006,239.000χλμ,Αέριο(lpg)-βενζίνη,1.398cc,90bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Άγνωστο,5,5,12ώρεςπριν,2560,www.car.gr/328900131,"2410851130,6936768936","['Abs', 'Adaptive cruise control (acc)', 'Cd player', 'Isofix -παιδικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",4,,,8/2024,,15ίντσες,Γκρι,Ύφασμα,,,,
Mercedes-Benz,A180,2016,Mercedes-Benz A 180 '16  d Urban,Mercedes-BenzA180dUrban7G-DCT'16,333134874,23.000€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2016,109.500χλμ,Πετρέλαιο,1.500cc,110bhp,Αυτόματο,Μαύρο(Μεταλλικό),Euro6,Ζυγό,5,5,8ώρεςπριν,344,www.car.gr/333134874,6945446483,"['Abs', 'Adaptive cruise control (acc)', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,,16ίντσες,Μαύρο,Δέρμα-ύφασμα,88€,,,
Peugeot,208,2019,Peugeot 208 '19,Peugeot208ΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!!'19,334033549,10.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,2/2019,118.000χλμ,Πετρέλαιο,1.500cc,100bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Euro6,Ζυγό,5,5,6ώρεςπριν,56,www.car.gr/334033549,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Opel,Astra,2009,Opel Astra,OpelAstra'09,334051972,5.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2009,223.000χλμ,Βενζίνη,1.600cc,180bhp,Χειροκίνητο,Γκρι(Μεταλλικό),,Άγνωστο,3,5,12ώρεςπριν,339,www.car.gr/334051972,"2410851130,6936768936","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",6,1,,,,18ίντσες,Γκρι,Ύφασμα,,,,
Hyundai,i10,2012,Hyundai i 10,Hyundaii10'12,333458819,6.400€,Μεταχειρισμένο,Λιμουζίνα/Sedan,5/2012,145.360χλμ,Βενζίνη,1.100cc,72bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,12ώρεςπριν,619,www.car.gr/333458819,"2410851130,6936768936","['Abs', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",,,,,,,,,,,,
Ford,Fiesta,2015,Ford Fiesta '15 EURO,FordFiestaEURO6'15,332559592,8.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,6/2015,108.560χλμ,Βενζίνη,999cc,75bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,12ώρεςπριν,822,www.car.gr/332559592,"2410851130,6936768936","['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Usb', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",6,,,,,,,,,,,
Opel,Astra,2015,Opel Astra '15 EURO,OpelAstraEURO6'15,328248383,9.500€,Μεταχειρισμένο,Κόμπι/Kάραβαν,1/2015,118.620χλμ,Πετρέλαιο,1.600cc,110bhp,Χειροκίνητο,Ασπρο,Euro6d,Άγνωστο,5,5,12ώρεςπριν,4926,www.car.gr/328248383,"2410851130,6936768936","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",8,,,,,,,,,,,
Suzuki,Vitara,2016,Suzuki Vitara '16 4Χ4,SuzukiVitara4Χ4ΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'16,334207630,16.990€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,4/2016,133.500χλμ,Πετρέλαιο,1.600cc,120bhp,Χειροκίνητο,Ασπρο,Euro6,Ζυγό,5,5,6ώρεςπριν,63,www.car.gr/334207630,"2316016262,6944297636,6942470499","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",8,1,4x4(4WD),,,,,,,,,
Opel,Corsa,2014,Opel Corsa,OpelCorsa'14,321775035,6.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,7/2014,132.500χλμ,Βενζίνη,1.242cc,82bhp,Χειροκίνητο,Μπλέ,,Άγνωστο,5,5,12ώρεςπριν,7481,www.car.gr/321775035,"2410851130,6936768936","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Υδραυλικό τιμόνι']",6,,,,,,,,,,,
Volkswagen,Golf,2010,Volkswagen Golf '10 1.4 tsi Highline,VolkswagenGolf1.4tsiHighline'10,334260309,6.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2010,260.000χλμ,Βενζίνη,1.400cc,122bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Άγνωστο,5,5,6ώρεςπριν,179,www.car.gr/334260309,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Tcs - asr', 'Turbo', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,,,,,,,,
Mini,Countryman,2017,Mini Countryman,MiniCountryman'17,332396140,23.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,12/2017,78.800χλμ,Βενζίνη,1.499cc,138bhp,Αυτόματο,Ασπρο,Euro6,Μονό,5,5,2ημέρεςπριν,842,www.car.gr/332396140,6980137961,"['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",,,Προσθιοκίνητο(FWD),12/2023,128g/km,18ίντσες,,,,,,
Opel,Astra,2000,Opel Astra '00,OpelAstraG'00,334494397,3.081€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2000,380.000χλμ,Βενζίνη,1.400cc,92bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Ζυγό,5,5,1ημέραπριν,14,www.car.gr/334494397,2266091145,"['Immobilizer', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι', 'Φώτα που στρίβουν']",,,,,,,,,,,,
Hyundai,i20,2016,Hyundai i 20,Hyundaii20'16,334429845,11.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2016,126χλμ,Βενζίνη,1.368cc,101bhp,Χειροκίνητο,Πορτοκαλί,Euro6,Χωρίς,3,5,42λεπτάπριν,161,www.car.gr/334429845,"6989662746,2114205169","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",,,Προσθιοκίνητο(FWD),,,,,,,,,
Citroen,C2,2004,Citroen C2 '04 FULL,CitroenC2FULLEXTRA'04,326813269,3.450€,Μεταχειρισμένο,Κουπέ-Σπόρ,10/2004,,Βενζίνη,1.360cc,75bhp,Χειροκίνητο,Πράσινο(Μεταλλικό),,Άγνωστο,3,5,1ημέραπριν,7086,www.car.gr/326813269,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Υδραυλικό τιμόνι']",,,,11/2023,,,Δίχρωμο,Ύφασμα,,,,
Renault,Clio,2017,Renault Clio '17,RenaultClioΠΡΟΣΦΟΡΑ'17,323777187,11.400€,Μεταχειρισμένο,Αλλο,1/2017,73.000χλμ,Βενζίνη,1.200cc,75bhp,Χειροκίνητο,Άλλο(Μεταλλικό),,Άγνωστο,5,5,1ημέραπριν,2280,www.car.gr/323777187,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,5/2023,,,Μαύρο,Ύφασμα,,,,
Mercedes-Benz,A150,2005,Mercedes-Benz A 150 '05 FULL,Mercedes-BenzA150FULLEXTRA'05,332153909,5.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2005,175.000χλμ,Βενζίνη,1.498cc,95bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Ζυγό,3,5,1ημέραπριν,838,www.car.gr/332153909,"2110134334,2102775011,6977250243","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,2,,9/2024,,,Δίχρωμο,Ύφασμα,,,,
Renault,Captur,2018,Renault Captur '18 DCI 90 FULL EXTRA EURO,RenaultCapturDCI90FULLEXTRAEURO6'18,334075249,17.500€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,1/2018,90.000χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Κόκκινο(Μεταλλικό),,Άγνωστο,5,5,1ημέραπριν,161,www.car.gr/334075249,"2110134334,2102775011,6977250243","['Abs', 'Android auto', 'Bluetooth', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κοτσαδόρος', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,1/2024,,,Δίχρωμο,Ύφασμα,,,,
Mini,Countryman,2019,Mini Countryman '19 1.5  136HP AYTOMATO *ΔΙΠΛΟΥ,MiniCountryman1.5136HPAYTOMATO*ΔΙΠΛΟΥΣΥΜΠΛΕΚΤΗ*ΕΛΛΗΝΙΚΟ'19,331009448,20.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2019,100.000χλμ,Βενζίνη,1.500cc,136bhp,Αυτόματο,Γκρι(Μεταλλικό),Euro6,Ζυγό,5,5,6ώρεςπριν,1922,www.car.gr/331009448,"2102828001,6945955830,6987721808","['Abs', 'Bluetooth', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",6,,Προσθιοκίνητο(FWD),,132g/km,16ίντσες,Γκρι,Ύφασμα,158€,"7,20(Εντός)/5,10(Εκτός)/5,90(Μικτό)λ/100χλμ","409,27€/μήνα",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skoda,Octavia,2017,Skoda Octavia '17,SkodaOctaviaΕΛΛΗΝΙΚΟ/ΑΡΙΣΤΟ!!!!!!'17,334207690,12.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,10/2017,158.500χλμ,Πετρέλαιο,1.600cc,116bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Euro6,Μονό,5,5,6ώρεςπριν,124,www.car.gr/334207690,"2316016262,6944297636,6942470499","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Tcs - asr', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",8,,,,,,,,,,,
