brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Κτέομέχρι,Μέγεθοςζάντας,Τέληκυκλοφορίας,Πινακίδα,Σύνολοκατόχων,Κίνηση,Αερόσακοι,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Κλάσηρύπων,Παράδοσηστοσπίτι,Ρύποι(co2),Κατανάλωση,Τιμήπολύτεκνου
Mercedes-Benz,E220,2003,Mercedes-Benz E 220,Mercedes-BenzE220'03,331086156,1.600€,Μεταχειρισμένο,Λιμουζίνα/Sedan,9/2003,999.999χλμ,Πετρέλαιο,2.143cc,150bhp,Αυτόματο,Κίτρινο(Μεταλλικό),Μαύρο,Δέρμα,1/2025,,,Μονό,,Πισωκίνητο(RWD),5,5,5,1ημέραπριν,3284,www.car.gr/331086156,"2106528282,6955259259","['Abs', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα xenon']",,,,,
Porsche,Cayenne,2004,Porsche Cayenne '04 Δώρο,PorscheCayenneΔώροΤΚ2023!!!!!!!!!!'04,323121691,17.800€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2004,70.000χλμ,Βενζίνη,4.400cc,280bhp,Αυτόματο,Μαύρο(Μεταλλικό),Άλλο,Δέρμα,4/2024,18ίντσες,,Μονό,1,4x4(4WD),10,5,5,3ημέρεςπριν,5825,www.car.gr/323121691,"2106528282,6955259259","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon']",,,,,
Audi,A3,2019,Audi A3 '19 Auto!stronic!cruise!Οθονη!Zάντες!Με,AudiA3Auto!stronic!cruise!Οθονη!Zάντες!ΜεΓραμμάτια!'19,328280446,24.898€,Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2019,118.990χλμ,Βενζίνη,1.498cc,150bhp,Αυτόματο,Μαύρο,,,,,,Μονό,,Προσθιοκίνητο(FWD),,5,5,3ημέρεςπριν,1349,www.car.gr/328280446,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Γραμμάτια δεκτά', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",,,,,
Citroen,C4Picasso,2014,Citroen C4 Picasso '14  e-HDi 115 Exclusive,CitroenC4Picassoe-HDi115ExclusiveETG6'14,333523364,11.000€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2014,150.000χλμ,Πετρέλαιο,1.560cc,115bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,1/2025,17ίντσες,,Άγνωστο,1,,10,5,5,7ώρεςπριν,1168,www.car.gr/333523364,6995242882,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Αυτόματο παρκάρισμα', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Euro5,,,"5,80(Εντός)/4,80(Εκτός)/5,40(Μικτό)λ/100χλμ",
Mercedes-Benz,Citan,2016,Mercedes-Benz Citan '16 TOURER,Mercedes-BenzCitanTOURER-ΕΠΙΒΑΤΙΚΟ'16,332966474,13.500€,Μεταχειρισμένο,Κόμπι/Kάραβαν,12/2016,145.000χλμ,Πετρέλαιο,1.461cc,90bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Μαύρο,Ύφασμα,1/2024,15ίντσες,109€,Άγνωστο,1,Προσθιοκίνητο(FWD),8,6,5,7ώρεςπριν,898,www.car.gr/332966474,6995242882,"['Abs', 'Bluetooth', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συρόμενες πόρτες χ2', 'Συρόμενη πόρτα αριστερά', 'Συρόμενη πόρτα δεξιά', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Euro6,,112g/km,"5(Εντός)/4(Εκτός)/4,50(Μικτό)λ/100χλμ",
Bmw,116,2018,Bmw 116 '18 Αυτόματο!Πετρέλαιο! Με,Bmw116Αυτόματο!Πετρέλαιο!ΜεΓραμμάτια'18,328279601,23.798€,Μεταχειρισμένο,Κόμπακτ/Hatchback,4/2018,65.500χλμ,Πετρέλαιο,1.496cc,116bhp,Αυτόματο,Γκρι,,,,,89€,Άγνωστο,,Πισωκίνητο(RWD),,5,5,3ημέρεςπριν,1141,www.car.gr/328279601,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Ελληνικής αντιπροσωπείας', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Euro6,,99g/km,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlfaRomeo,Giulia,1974,Alfa Romeo Giulia '74 BERLINA,AlfaRomeoGiuliaBERLINA2000'74,24934978,17.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/1974,,Βενζίνη,2.000cc,132bhp,Χειροκίνητο,Άλλο(Μεταλλικό),Άλλο,Ύφασμα,1/2021,,,Μονό,,Πισωκίνητο(RWD),,4,5,3ημέρεςπριν,37591,www.car.gr/24934978,"2106528282,6955259259","['Αντίκα', 'Ατρακάριστο', 'Κλιματισμός(a\\u002Fc)']",,,,,
Ford,Kuga,2017,Ford Kuga '17 Auto!Diesel!4x4 AWD!Γραμμάτια μεταξύ,FordKugaAuto!Diesel!4x4AWD!Γραμμάτιαμεταξύμας!'17,328277098,20.998€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,2/2017,130.000χλμ,Πετρέλαιο,1.997cc,152bhp,Αυτόματο,Μπορντό,,,,,,Άγνωστο,,AWD,,5,5,3ημέρεςπριν,1722,www.car.gr/328277098,"2310705705,6945851831","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Ζάντες αλουμινίου', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Volkswagen,Golf,2015,Volkswagen Golf '15 GTD DSG,VolkswagenGolfGTDDSG--LIMITED--'15,331855913,21.000€,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2015,137.200χλμ,Πετρέλαιο,1.968cc,184bhp,Αυτόματο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα,1/2025,19ίντσες,116€,Άγνωστο,1,,10,3,5,7ώρεςπριν,990,www.car.gr/331855913,6995242882,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Σύστημα μη σύγκρουσης', 'Τηλέφωνο', 'value:b', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα xenon', 'Φώτα που στρίβουν']",Euro6,,119g/km,"5,50(Εντός)/4(Εκτός)/4,50(Μικτό)λ/100χλμ",€20.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Fiesta,2013,Ford Fiesta,FordFiesta'13,334245007,7.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,10/2013,140.000χλμ,Πετρέλαιο,1.560cc,120bhp,Χειροκίνητο,Μπλεσκούρο(Μεταλλικό),Μαύρο,,1/2025,14ίντσες,0€,Μονό,1,,7,5,5,8ώρεςπριν,419,www.car.gr/334245007,6973372717,"['Abs', 'Bluetooth', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",Euro5,,87g/km,"5,50(Εντός)/λ/100χλμ",
Jaguar,XJS,1996,Jaguar XJS '96,JaguarXJS<<CELEBRATION>>/MANUAL5SPEED'96,35731316,32.700€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/1996,78.900χλμ,Βενζίνη,4.000cc,241bhp,Χειροκίνητο,Γαλάζιο(Μεταλλικό),Άλλο,Δέρμα,1/2024,16ίντσες,0€,Ζυγό,1,Προσθιοκίνητο(FWD),2,3,4,1ημέραπριν,13982,www.car.gr/35731316,"2106528282,6955259259","['Abs', 'Bluetooth', 'Cd player', 'Cruise control', 'Immobilizer', 'Usb', 'Αντίκα', 'Ανταλλαγή με car δεκτή', 'Αντικλεπτικό gps', 'Απο οδδυ', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μπλοκέ διαφορικό', 'Προβολείς ομίχλης', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Mini,CooperD,2016,"Mini Cooper D '16 Αυτόματο!Πετρέλαιο!1,5!Γραμμάτια μεταξύ","MiniCooperDΑυτόματο!Πετρέλαιο!1,5!Γραμμάτιαμεταξύμας!'16",328826127,16.748€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2016,74.000χλμ,Πετρέλαιο,1.500cc,116bhp,Αυτόματο,Μπλέ,,,,,,Άγνωστο,,Προσθιοκίνητο(FWD),,3,5,3ημέρεςπριν,861,www.car.gr/328826127,"2310705705,6945851831","['Abs', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Usb', 'Αισθητήρας βροχής', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Ελληνικής αντιπροσωπείας', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Nissan,Navara,2019,Nissan Navara,NissanNavara'19,333192473,23.500€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2019,134.800χλμ,Πετρέλαιο,2.299cc,163bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Μαύρο,Alcantara,1/2025,16ίντσες,105€,Άγνωστο,1,,6,2,4,6ώρεςπριν,955,www.car.gr/333192473,"6947972820,6947972820","['Abs', 'Adaptive cruise control (acc)', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Tv\\u002Fcamera', 'Usb', 'Αγροτικό', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα led']",Euro6d-temp,Ναι,,,
Peugeot,207,2008,Peugeot 207 '08 1.6 PREMIUM 1ΤΟ,Peugeot2071.6PREMIUM1ΤΟΧΕΡΙ'08,334313437,5.500€,Μεταχειρισμένο,Λιμουζίνα/Sedan,3/2008,213.597χλμ,Βενζίνη,1.598cc,110bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,,6/2024,,,Ζυγό,1,,,5,5,21λεπτάπριν,138,www.car.gr/334313437,2102795534,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,,,
Peugeot,308,2018,Peugeot 308 '18 active!sw!auto!diesel!navi!Γραμμάτια μεταξύ,Peugeot308active!sw!auto!diesel!navi!Γραμμάτιαμεταξύμας'18,325277133,16.198€,Μεταχειρισμένο,Κόμπι/Kάραβαν,1/2018,148.900χλμ,Πετρέλαιο,1.560cc,120bhp,Αυτόματο,Ασπρο,,Δέρμα-ύφασμα,,16ίντσες,89€,Άγνωστο,,,,5,5,3ημέρεςπριν,1650,www.car.gr/325277133,"2310705705,6945851831","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Οθόνη tft', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",Euro6,,99g/km,"4,20(Εντός)/3,20(Εκτός)/3,80(Μικτό)λ/100χλμ",
Volkswagen,Kaefer,1972,Volkswagen Kaefer '72 1302,VolkswagenKaefer1302/ευκαιρία!!!!'72,325389180,6.400€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/1972,43.411χλμ,Βενζίνη,1.285cc,36bhp,Χειροκίνητο,Πορτοκαλί(Μεταλλικό),Μαύρο,Δέρμα,1/2024,,135€,Μονό,1,Πισωκίνητο(RWD),,2,5,1ημέραπριν,3816,www.car.gr/325389180,"2106528282,6955259259","['Αντίκα', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας']",,,,,
Fiat,500,2014,Fiat 500 '14 1.2 CABRIO EURO,Fiat5001.2CABRIOEURO6'14,333371995,10.800€,Μεταχειρισμένο,Κάμπριο/Roadster,5/2014,98.393χλμ,Βενζίνη,1.242cc,70bhp,Χειροκίνητο,Ασπρο,,,5/2025,,,Άγνωστο,,,,3,4,21λεπτάπριν,448,www.car.gr/333371995,2102795534,"['Abs', 'Bluetooth', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",Euro6,,,,
Skoda,Citigo,2016,Skoda Citigo '16 CITIGOe iV,SkodaCitigoCITIGOeiVStyle'16,333339615,7.800€,Μεταχειρισμένο,Κουπέ-Σπόρ,3/2016,92.507χλμ,Βενζίνη,999cc,60bhp,Χειροκίνητο,Ασπρο,,,5/2025,,,Άγνωστο,,,,3,5,21λεπτάπριν,570,www.car.gr/333339615,2102795534,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ατρακάριστο', 'Βιβλίο service', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι']",Euro6,,,"4,60(Εντός)/3,90(Εκτός)/4,20(Μικτό)λ/100χλμ",
Peugeot,308,2018,Peugeot 308 '18,"Peugeot3081.6HDI,100HP,NAVI,ΟΘΟΝΗ,PARKTRONIC,ΓΡΑΜΜΑΤΙΑ!'18",323296818,14.798€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2018,124.500χλμ,Πετρέλαιο,1.560cc,100bhp,Χειροκίνητο,Ασπρο,,,,,85€,Ζυγό,,,,5,5,3ημέρεςπριν,1605,www.car.gr/323296818,"2310705705,6945851831","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Navigation - gps', 'Parktronic', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Βιβλίο service', 'Γραμμάτια δεκτά', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",,,95g/km,,
Mini,CooperS,2008,Mini Cooper S,MiniCooperS'08,327730377,10.800€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2008,127.000χλμ,Βενζίνη,1.600cc,175bhp,Χειροκίνητο,Πράσινο,Μαύρο,Δέρμα,1/2024,,,Άγνωστο,2,Προσθιοκίνητο(FWD),,3,4,3ώρεςπριν,568,www.car.gr/327730377,6981037995,"['Abs', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Parktronic', 'Turbo', 'Ανταλλαγή με car δεκτή', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κλιματισμός(a\\u002Fc)', 'Προβολείς ομίχλης', 'Συναγερμός', 'Φώτα xenon']",,,,,
Mercedes-Benz,E200,2003,Mercedes-Benz E 200 '03  Compressor,Mercedes-BenzE200CompressorElegance'03,330673404,10.000€,Μεταχειρισμένο,Λιμουζίνα/Sedan,3/2003,111.000χλμ,Βενζίνη,1.800cc,163bhp,Αυτόματο,Γαλάζιο(Μεταλλικό),Μπεζ,Δέρμα,4/2025,16ίντσες,,Ζυγό,2,Πισωκίνητο(RWD),6,5,5,3ώρεςπριν,8060,www.car.gr/330673404,6973202443,"['Abs', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Αισθητήρας βροχής', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Φώτα led']",,,,,
Ford,TransitCustom,2018,Ford Transit Custom '18,FordTransitCustomEURO6*131PS*ΤΡΙΘΕΣΙΟ*NAVI*KAME'18,334316787,16.300€,Μεταχειρισμένο,ΕπαγγελματικόEπιβατικό,1/2018,133.400χλμ,Πετρέλαιο,2.000cc,131bhp,Χειροκίνητο,Ασπρο(Μεταλλικό),Δίχρωμο,Ύφασμα,1/2025,15ίντσες,105€,Άγνωστο,1,Προσθιοκίνητο(FWD),6,5,3,6ώρεςπριν,98,www.car.gr/334316787,"6947972820,6947972820","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Αντικλεπτικό gps', 'Ατρακάριστο', 'Βιβλίο service', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Κοτσαδόρος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συρόμενη πόρτα αριστερά', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα που στρίβουν']",Euro6d,Ναι,,,
