brand,model,year,title,Μάρκα-μοντέλο,Νούμεροαγγελίας,Τιμή,Κατάσταση,Κατηγορία,Χρονολογία,Χιλιόμετρα,Καύσιμο,Κυβικά,Ίπποι,Σασμάν,Χρώμα,Χρώμαεσωτερικού,Επένδυσησαλονιού,Ρύποι(co2),Κλάσηρύπων,Κατανάλωση,Πινακίδα,Σύνολοκατόχων,Κίνηση,Πόρτες,Καθίσματα,Τελευταίααλλαγή,Εμφανίσειςαγγελίας,Σύνδεσμος,Τηλέφωνο,extras,Μέγεθοςζάντας,Αερόσακοι,Τέληκυκλοφορίας,Κτέομέχρι,Χρηματοδότηση,Παράδοσηστοσπίτι
Hyundai,Lantra,1997,Hyundai Lantra '97 Α ΧΕΡΙ station wagon,HyundaiLantraΑΧΕΡΙstationwagon'97,318142074,2.999€,Μεταχειρισμένο,Κόμπι/Kάραβαν,1/1997,163.000χλμ,Βενζίνη,1.600cc,110bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Ύφασμα,,,,Άγνωστο,1,Προσθιοκίνητο(FWD),4,5,3ώρεςπριν,35,www.car.gr/318142074,2105786180,"['Bucket καθίσματα', 'Immobilizer', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Υδραυλικό τιμόνι']",14ίντσες,1,,,"66,71€/μήνα",
Peugeot,206,2007,Peugeot 206 '07 Diesel,Peugeot206Diesel'07,334072163,3.750€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2007,150.000χλμ,Πετρέλαιο,1.400cc,90bhp,Χειροκίνητο,Μαύρο,,,,,,Ζυγό,,,3,4,5ώρεςπριν,789,www.car.gr/334072163,"6975983431,2296400220,6975983431",[],,,,,,
Renault,Clio,2019,Renault Clio '19  dCi 75 Start & Stop ECO2,RenaultCliodCi75Start&StopECO2Life'19,334344910,12.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,5/2019,54.400χλμ,Πετρέλαιο,1.462cc,75bhp,Χειροκίνητο,Ασπρο,Μαύρο,Ύφασμα,,,,Μονό,1,,5,5,2ημέρεςπριν,89,www.car.gr/334344910,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",16ίντσες,4,101€,5/2026,,
Renault,Clio,2018,Renault Clio '18  ENERGY dCi 90,RenaultClioENERGYdCi90Limited'18,330974247,10.250€,Μεταχειρισμένο,Κόμπακτ/Hatchback,9/2018,165.000χλμ,Πετρέλαιο,1.500cc,90bhp,Χειροκίνητο,Ασημί(Μεταλλικό),Μαύρο,Ύφασμα,104g/km,Euro6c,,Ζυγό,1,,5,5,2ημέρεςπριν,430,www.car.gr/330974247,6941672440,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εισαγωγής', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",15ίντσες,4,102€,1/2025,,
Skoda,Octavia,2006,Skoda Octavia '06,SkodaOctavia4Χ4-ΑΒΤ'06,327636733,6.000€,Μεταχειρισμένο,Λιμουζίνα/Sedan,2/2006,95.000χλμ,Βενζίνη,1.800cc,193bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μπεζ,Δέρμα,,,,Μονό,1,4x4(4WD),5,5,3ώρεςπριν,12293,www.car.gr/327636733,"6976948220,6980149973,2114205267","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",16ίντσες,6,320€,,"108,15€/μήνα",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlfaRomeo,Giulietta,2013,Alfa Romeo Giulietta,AlfaRomeoGiulietta'13,333867467,14.800€,Μεταχειρισμένο,Κόμπακτ/Hatchback,8/2013,150.000χλμ,Πετρέλαιο,1.600cc,140bhp,Χειροκίνητο,Κόκκινοσκούρο(Μεταλλικό),Μαύρο,Ύφασμα,,,7(Εντός)/5(Εκτός)/λ/100χλμ,Μονό,,,5,5,2ημέρεςπριν,479,www.car.gr/333867467,6948883057,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Υδραυλικό τιμόνι', 'Φώτα led']",18ίντσες,8,111€,,,
Jaguar,F-Type,2019,Jaguar F-Type '19 R,JaguarF-TypeRDYNAMIC'19,333920142,68.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,8/2019,47.200χλμ,Βενζίνη,2.000cc,300bhp,Αυτόματο,Γκρι(Μεταλλικό),,,,,,Άγνωστο,,Πισωκίνητο(RWD),2,2,20ώρεςπριν,854,www.car.gr/333920142,"2102856921,6944226978","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Keyless', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή πανοραμική', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,
Audi,A4allroad,2019,Audi A4 allroad '19 2.0TFSI quattro MHEV S tronic,AudiA4allroad2.0TFSIquattroMHEVStronicΠΡΟΣΦΟΡΑ'19,333289394,47.900€,Μεταχειρισμένο,Κόμπι/Kάραβαν,6/2019,79.500χλμ,Υβριδικόβενζίνη,2.000cc,252bhp,Αυτόματο,Γκρι(Μεταλλικό),Μαύρο,Δέρμα,147g/km,Euro6,"6,40(Εκτός)/λ/100χλμ",Άγνωστο,1,4x4(4WD),5,5,20ώρεςπριν,600,www.car.gr/333289394,"2102856921,6944226978","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Tv\\u002Fcamera', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led', 'Φώτα που στρίβουν']",,,,,,
Mercedes-Benz,C180,2011,Mercedes-Benz C 180 '11 BLUE EFFCIENCY,Mercedes-BenzC180BLUEEFFCIENCY'11,329299110,15.950€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2011,73.500χλμ,Βενζίνη,1.600cc,156bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),,Δέρμα,,,,Μονό,,,4,5,20ώρεςπριν,2326,www.car.gr/329299110,"2102856921,6944226978","['Abs', 'Cd player', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,
Ford,Mustang,2016,Ford Mustang '16 shelby look,FordMustangshelbylook'16,325769005,39.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2016,86.900χλμ,Βενζίνη,2.300cc,400bhp,Αυτόματο,Κόκκινο,,Δέρμα,,,,Άγνωστο,,,2,4,20ώρεςπριν,4741,www.car.gr/325769005,"2102856921,6944226978","['Abs', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Turbo', 'Usb', 'Ατρακάριστο', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",20ίντσες,8,,,,
Mercedes-Benz,190,1991,Mercedes-Benz 190 '91 LOOK  2.3,Mercedes-Benz190LOOK2.3/16'91,323433954,5.900€,Μεταχειρισμένο,Λιμουζίνα/Sedan,11/1991,245.000χλμ,Βενζίνη,1.800cc,119bhp,Χειροκίνητο,Γκρι,,,,,,Άγνωστο,,,4,4,20ώρεςπριν,1503,www.car.gr/323433954,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Ράδιοκασετ\\u002Fνο', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",17ίντσες,,,,,
Lancia,Thesis,2005,Lancia Thesis '05 αριστη,LanciaThesisαριστηκατασταση'05,322298368,7.999€,Μεταχειρισμένο,Λιμουζίνα/Sedan,1/2005,149.000χλμ,Βενζίνη,3.000cc,225bhp,Αυτόματο,Μπορντό(Μεταλλικό),,,,,,Άγνωστο,,,4,5,20ώρεςπριν,886,www.car.gr/322298368,"2102856921,6944226978","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Τηλέφωνο', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,
Hyundai,SantaFe,2001,Hyundai Santa Fe,HyundaiSantaFe'01,330438744,1.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,7/2001,235.000χλμ,Βενζίνη,2.351cc,144bhp,Χειροκίνητο,Χρυσαφί,Μπεζ,Δέρμα,,,,Μονό,,4x4(4WD),5,5,1ημέραπριν,2225,www.car.gr/330438744,6988716851,[],,,630€,,,
Audi,A3,2001,Audi A3 '01 S3 ΑΡΙΣΤΟ,AudiA3S3ΑΡΙΣΤΟ'01,333673517,10.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,1/2001,121.400χλμ,Βενζίνη,1.800cc,225bhp,Χειροκίνητο,Ασημί(Μεταλλικό),,Δέρμα,,,,Άγνωστο,,4x4(4WD),3,5,20ώρεςπριν,427,www.car.gr/333673517,"2102856921,6944226978","['Abs', 'Bucket καθίσματα', 'Cd player', 'Esp', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Προβολείς ομίχλης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,
Toyota,RAV4,2007,Toyota RAV 4,ToyotaRAV4'07,332847835,7.000€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,8/2007,228.000χλμ,Βενζίνη,2.000cc,156bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),Μπεζ,Δέρμα,5g/km,Euro5,10(Εντός)/9(Εκτός)/10(Μικτό)λ/100χλμ,Μονό,2,4x4(4WD),5,5,5ώρεςπριν,658,www.car.gr/332847835,6987340180,"['Abs', 'Cd player', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Tcs - asr', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Μπλοκέ διαφορικό', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Ράγες οροφής', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",17ίντσες,9,690€,1/2025,,
Volkswagen,Golf,2012,Volkswagen Golf '12 R αριστη κατασταση,VolkswagenGolfRαριστηκατασταση'12,325760017,27.900€,Μεταχειρισμένο,Κουπέ-Σπόρ,11/2012,84.000χλμ,Βενζίνη,2.000cc,300bhp,Χειροκίνητο,Μπλέ(Μεταλλικό),,Δέρμα,,,,Άγνωστο,,4x4(4WD),4,5,20ώρεςπριν,1617,www.car.gr/325760017,"2102856921,6944226978","['Abs', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Δερμάτινα καθίσματα', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μπλοκέ διαφορικό', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,8,,,,
Ford,B-Max,2014,Ford B-Max,FordB-Max'14,327565249,9.950€,Μεταχειρισμένο,Κόμπακτ/Hatchback,1/2014,137.000χλμ,Βενζίνη,1.000cc,125bhp,Χειροκίνητο,Μπεζ(Μεταλλικό),,,,,,Άγνωστο,,,5,5,20ώρεςπριν,423,www.car.gr/327565249,"2102856921,6944226978","['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Turbo', 'Usb', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Οθόνη tft', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Ράδιοκασετ\\u002Fνο', 'Συρόμενη πόρτα αριστερά', 'Συρόμενη πόρτα δεξιά', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon']",,,,,,
Bmw,1602,1969,Bmw 1602 '69 αριστη κατασταση,Bmw1602αριστηκατασταση1600-2'69,30375694,13.950€,Μεταχειρισμένο,Κουπέ-Σπόρ,8/1969,57.000χλμ,Βενζίνη,1.600cc,87bhp,Χειροκίνητο,Πράσινοσκούρο,,Δέρμα-ύφασμα,,,,Άγνωστο,,Πισωκίνητο(RWD),2,5,20ώρεςπριν,1061,www.car.gr/30375694,"2102856921,6944226978","['Ατρακάριστο', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Μη καπνιστή', 'Ράδιοκασετ\\u002Fνο', 'Συναγερμός']",,,,,,
Audi,Q3,2019,Audi Q3 '19  35 TFSI S line S,AudiQ335TFSISlineStronic'19,333672556,40.900€,Μεταχειρισμένο,4χ4/Τζιπ/Suv,6/2019,41.000χλμ,Βενζίνη,1.400cc,150bhp,Αυτόματο,Γκρι(Μεταλλικό),,,,,,Άγνωστο,,,5,5,20ώρεςπριν,722,www.car.gr/333672556,"2102856921,6944226978","['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Dvd', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Ζάντες αλουμινίου', 'Ηλεκτρικά καθίσματα', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κάμερα οπισθοπορείας', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Μη καπνιστή', 'Οθόνη tft', 'Οροφή ηλεκτρική \\u002F ηλίου', 'Προβολείς ομίχλης', 'Ράγες οροφής', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Φώτα xenon', 'Φώτα που στρίβουν']",18ίντσες,,,,,
Opel,Corsa,2015,Opel Corsa,OpelCorsa'15,334313052,9.500€,Μεταχειρισμένο,Κουπέ-Σπόρ,3/2015,110.000χλμ,Βενζίνη,1.398cc,90bhp,Αυτόματο,Κίτρινο(Μεταλλικό),Μαύρο,Ύφασμα,112g/km,Euro6,"5,90(Εντός)/4,10(Εκτός)/4,80(Μικτό)λ/100χλμ",Άγνωστο,1,Προσθιοκίνητο(FWD),3,5,1ώραπριν,813,www.car.gr/334313052,6907717063,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Parktronic', 'Tcs - asr', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ατρακάριστο', 'Εισαγωγής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Θερμαινόμενα καθίσματα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι']",16ίντσες,6,109€,5/2024,,
Renault,Clio,2020,Renault Clio,RenaultClio'20,331046380,16.990€,Μεταχειρισμένο,Κόμπακτ/Hatchback,7/2020,20.500χλμ,Βενζίνη,999cc,100bhp,Χειροκίνητο,Μαύρο(Μεταλλικό),Μαύρο,Δέρμα-ύφασμα,,Euro6d-temp,,Άγνωστο,,Προσθιοκίνητο(FWD),5,5,1ώραπριν,431,www.car.gr/331046380,6984525789,"['Abs', 'Adaptive cruise control (acc)', 'Android auto', 'Apple carplay', 'Bluetooth', 'Bucket καθίσματα', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Hill assist', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Lane assist', 'Navigation - gps', 'Parktronic', 'Tcs - asr', 'Turbo', 'Usb', 'Αισθητήρας βροχής', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Οθόνη tft', 'Σύστημα μη σύγκρουσης', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού', 'Φώτα led']",16ίντσες,8,,7/2024,,
Hyundai,Getz,2008,Hyundai Getz '08 1  χρόνο εγγύηση,HyundaiGetz1χρόνοεγγύηση2008'08,331734242,5.500€,Μεταχειρισμένο,Κόμπακτ/Hatchback,3/2008,183.000χλμ,Βενζίνη,1.086cc,70bhp,Χειροκίνητο,Γκρι(Μεταλλικό),Δίχρωμο,Ύφασμα,,,,Άγνωστο,1,Προσθιοκίνητο(FWD),4,5,3ώρεςπριν,69,www.car.gr/331734242,2105786180,"['Abs', 'Bucket καθίσματα', 'Cd player', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Ατρακάριστο', 'Βιβλίο service', 'Ελληνικής αντιπροσωπείας', 'Επιταγές δεκτές', 'Ηλεκτρικά παράθυρα', 'Κεντρικό κλείδωμα', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",14ίντσες,4,135€,,"122,34€/μήνα",Ναι
Ford,Fiesta,2016,Ford Fiesta '16  1 χρόνο εγγύησηstart,FordFiesta1χρόνοεγγύησηstartstop-led'16,328966953,9.999€,Μεταχειρισμένο,Κουπέ-Σπόρ,7/2016,87.000χλμ,Βενζίνη,999cc,81bhp,Χειροκίνητο,Κόκκινο,,,1g/km,Euro6,,Άγνωστο,1,Προσθιοκίνητο(FWD),2,5,3ώρεςπριν,38,www.car.gr/328966953,2105786180,"['{Abs', '{Apple carplay', '{Bluetooth', '{Bucket καθίσματα', '{Cd player', '{Eco start\\u002Fstop', '{Esp', '{Hill assist', '{Immobilizer', '{Isofix -παιδικά καθίσματα', '{Parktronic', '{Tcs - asr', '{Usb', '{Αισθητήρας βροχής', '{Ανταλλαγή με car δεκτή', '{Ανταλλαγή με μοτο', '{Απόσυρσης-δικαίωμα', '{Ατρακάριστο', '{Βιβλίο service', '{Εγγύηση', '{Ζάντες αλουμινίου', '{Ηλεκτρικά παράθυρα', '{Ηλεκτρικοί καθρέφτες', '{Κεντρικό κλείδωμα', '{Κλιματισμός(a\\u002Fc)', '{Μη καπνιστή', '{Οθόνη tft', '{Πιστωτική κάρτα δεκτή', '{Συναγερμός', '{Τιμόνι πολλών χρήσεων', '{Υδραυλικό τιμόνι', '{Υπολογιστής ταξιδιού', '{Φώτα led']",15ίντσες,6,,,"222,42€/μήνα",
Mitsubishi,SpaceStar,2016,Mitsubishi Space Star '16  Α Υ Τ Ο Μ Α Τ Ο με,MitsubishiSpaceStarΑΥΤΟΜΑΤΟμε0%πρ/βολή'16,322951085,11.999€,Μεταχειρισμένο,Κόμπακτ/Hatchback,11/2016,145.000χλμ,Βενζίνη,1.193cc,80bhp,Αυτόματο,Ασπρο(Μεταλλικό),Μαύρο,Ύφασμα,99g/km,Euro6,,Άγνωστο,1,,5,5,3ώρεςπριν,31,www.car.gr/322951085,2105786180,"['Abs', 'Bluetooth', 'Bucket καθίσματα', 'Cd player', 'Cruise control', 'Eco start\\u002Fstop', 'Esp', 'Immobilizer', 'Isofix -παιδικά καθίσματα', 'Keyless', 'Tcs - asr', 'Usb', 'Ανταλλαγή με car δεκτή', 'Ανταλλαγή με μοτο', 'Απόσυρσης-δικαίωμα', 'Ατρακάριστο', 'Βιβλίο service', 'Εγγύηση', 'Επιταγές δεκτές', 'Ζάντες αλουμινίου', 'Ηλεκτρικά παράθυρα', 'Ηλεκτρικοί καθρέφτες', 'Κεντρικό κλείδωμα', 'Κλιματισμός αυτόματος', 'Κλιματισμός(a\\u002Fc)', 'Μη καπνιστή', 'Πιστωτική κάρτα δεκτή', 'Προβολείς ομίχλης', 'Συναγερμός', 'Τιμόνι πολλών χρήσεων', 'Υδραυλικό τιμόνι', 'Υπολογιστής ταξιδιού']",15ίντσες,6,,,"266,91€/μήνα",
